survey,year,site,block,treatment,plot,date,species,tag_number,dead,ht_m,l_m,w_m,circ_cm,no_stems
8,2016,C,3,TOTAL,C3TOTAL,21-Nov-16,Acacia_brevispica,2290,N,3.05,3.9,3.5,8.1,7
10,2019,C,3,TOTAL,C3TOTAL,14-Jul-19,Acacia_brevispica,2290,N,3.25,4.1,3.75,8,9
6,2014,S,3,OPEN,S3OPEN,27-Feb-14,Acacia_etbaica,2291,N,2.45,2.2,2.1,15,1
7,2015,S,3,OPEN,S3OPEN,13-Oct-15,Acacia_etbaica,2291,N,3.17,2.5,2.2,14.5,1
6,2014,S,3,OPEN,S3OPEN,27-Feb-14,Acacia_etbaica,2293,N,0.99,1.1,0.7,5,1
7,2015,S,3,OPEN,S3OPEN,13-Oct-15,Acacia_etbaica,2293,N,1.04,1,0.79,5,1
9,2017,S,3,OPEN,S3OPEN,12-Jul-17,Acacia_etbaica,2293,N,1,1.08,0.93,6,1
7,2015,S,3,OPEN,S3OPEN,13-Oct-15,Acacia_brevispica,2295,N,3.27,2.8,2.1,9,12
6,2014,S,3,TOTAL,S3TOTAL,18-Feb-14,Acacia_etbaica,2298,N,2.49,4.2,3.9,21,1
7,2015,S,3,TOTAL,S3TOTAL,13-Oct-15,Acacia_etbaica,2298,N,2.24,2.1,3.2,NA,1
1,2009,C,3,TOTAL,C3TOTAL,9-Feb-09,Croton_dichogamus,2301,N,1.4,0.4,0.3,4.8,1
2,2010,C,3,TOTAL,C3TOTAL,13-Feb-10,Croton_dichogamus,2301,N,1.55,1.05,1,4.9,2
3,2011,C,3,TOTAL,C3TOTAL,1-Jan-11,Croton_dichogamus,2301,N,1.5,1.1,0.8,5,1
4,2012,C,3,TOTAL,C3TOTAL,22-Feb-12,Croton_dichogamus,2301,N,1.7,2,1.5,7,1
5,2013,C,3,TOTAL,C3TOTAL,22-Feb-13,Croton_dichogamus,2301,N,2.06,1.8,1.7,7,1
6,2014,C,3,TOTAL,C3TOTAL,5-Mar-14,Croton_dichogamus,2301,N,2.23,1.3,1.2,6.5,1
7,2015,C,3,TOTAL,C3TOTAL,30-Sep-15,Croton_dichogamus,2301,N,2.23,1.3,1.2,6.5,1
9,2017,C,3,TOTAL,C3TOTAL,20-Aug-17,Croton_dichogamus,2301,N,3.6,2.7,2.5,8,1
10,2019,C,3,TOTAL,C3TOTAL,14-Jul-19,Croton_dichogamus,2301,N,2.5,1.7,1.5,7.6,1
1,2009,C,3,TOTAL,C3TOTAL,9-Feb-09,Croton_dichogamus,2302,N,1.35,1,0.8,6.3,1
2,2010,C,3,TOTAL,C3TOTAL,13-Feb-10,Croton_dichogamus,2302,N,1.25,0.7,0.8,6.1,2
3,2011,C,3,TOTAL,C3TOTAL,1-Jan-11,Croton_dichogamus,2302,N,1.2,0.9,1.1,4,1
4,2012,C,3,TOTAL,C3TOTAL,22-Feb-12,Croton_dichogamus,2302,N,1.6,1.5,2,13,1
5,2013,C,3,TOTAL,C3TOTAL,22-Feb-13,Croton_dichogamus,2302,N,1.87,2,1.5,20,1
6,2014,C,3,TOTAL,C3TOTAL,5-Mar-14,Croton_dichogamus,2302,N,2.23,2.5,2.3,25,1
7,2015,C,3,TOTAL,C3TOTAL,30-Sep-15,Croton_dichogamus,2302,N,2.23,3,2.6,28,1
8,2016,C,3,TOTAL,C3TOTAL,21-Nov-16,Croton_dichogamus,2302,N,2.23,3.5,3,31.8,1
9,2017,C,3,TOTAL,C3TOTAL,20-Aug-17,Croton_dichogamus,2302,N,2,3.5,3,30,1
10,2019,C,3,TOTAL,C3TOTAL,14-Jul-19,Croton_dichogamus,2302,N,2.45,3.6,3.5,32,1
1,2009,C,3,TOTAL,C3TOTAL,9-Feb-09,Croton_dichogamus,2303,N,1.5,1.2,0.95,6.3,2
2,2010,C,3,TOTAL,C3TOTAL,13-Feb-10,Croton_dichogamus,2303,N,1.5,1.3,1.5,11.7,1
3,2011,C,3,TOTAL,C3TOTAL,1-Jan-11,Croton_dichogamus,2303,N,1.7,1.7,1.5,6,6
4,2012,C,3,TOTAL,C3TOTAL,22-Feb-12,Croton_dichogamus,2303,N,1.7,2,2.3,6,1
5,2013,C,3,TOTAL,C3TOTAL,22-Feb-13,Croton_dichogamus,2303,N,1.79,2.9,1.5,5,1
6,2014,C,3,TOTAL,C3TOTAL,5-Mar-14,Croton_dichogamus,2303,N,2.19,1.9,1.7,6,1
7,2015,C,3,TOTAL,C3TOTAL,30-Sep-15,Croton_dichogamus,2303,N,2.6,2.1,2.4,7,1
8,2016,C,3,TOTAL,C3TOTAL,21-Nov-16,Croton_dichogamus,2303,N,2.65,3.4,2.9,7.8,1
9,2017,C,3,TOTAL,C3TOTAL,20-Aug-17,Croton_dichogamus,2303,N,3,3.6,3.1,8,1
10,2019,C,3,TOTAL,C3TOTAL,14-Jul-19,Croton_dichogamus,2303,N,2.7,3.6,3.6,8.1,1
1,2009,C,3,TOTAL,C3TOTAL,9-Feb-09,Croton_dichogamus,2304,N,1.9,1.4,1.1,9.4,2
2,2010,C,3,TOTAL,C3TOTAL,13-Feb-10,Croton_dichogamus,2304,N,2.1,1.25,1.5,10.6,5
3,2011,C,3,TOTAL,C3TOTAL,1-Jan-11,Croton_dichogamus,2304,N,2.25,2.4,2.6,9,9
4,2012,C,3,TOTAL,C3TOTAL,22-Feb-12,Croton_dichogamus,2304,N,2.1,2.6,2.4,7,1
5,2013,C,3,TOTAL,C3TOTAL,22-Feb-13,Croton_dichogamus,2304,N,2.39,3,2.3,9.5,1
6,2014,C,3,TOTAL,C3TOTAL,5-Mar-14,Croton_dichogamus,2304,N,2.41,2.8,2.6,9.5,1
7,2015,C,3,TOTAL,C3TOTAL,30-Sep-15,Croton_dichogamus,2304,N,2.41,2.8,2.6,9.5,1
8,2016,C,3,TOTAL,C3TOTAL,21-Nov-16,Croton_dichogamus,2304,N,2.47,3.6,3.5,10.4,1
9,2017,C,3,TOTAL,C3TOTAL,20-Aug-17,Croton_dichogamus,2304,N,2.3,2.6,2.5,10,1
10,2019,C,3,TOTAL,C3TOTAL,14-Jul-19,Croton_dichogamus,2304,N,2.55,3.6,3.6,10.5,1
1,2009,C,3,TOTAL,C3TOTAL,9-Feb-09,Croton_dichogamus,2305,N,2.1,2.4,1.8,12,2
2,2010,C,3,TOTAL,C3TOTAL,13-Feb-10,Croton_dichogamus,2305,N,2.15,1.6,2.1,14.1,8
3,2011,C,3,TOTAL,C3TOTAL,1-Jan-11,Croton_dichogamus,2305,N,2.3,2.4,2.7,9,7
4,2012,C,3,TOTAL,C3TOTAL,22-Feb-12,Croton_dichogamus,2305,N,2.06,2.6,3,10,1
5,2013,C,3,TOTAL,C3TOTAL,22-Feb-13,Croton_dichogamus,2305,N,2.18,2.1,2,11,1
6,2014,C,3,TOTAL,C3TOTAL,5-Mar-14,Croton_dichogamus,2305,N,2.18,2.3,1.6,10,1
7,2015,C,3,TOTAL,C3TOTAL,30-Sep-15,Croton_dichogamus,2305,N,2.4,2.6,2.7,11,1
8,2016,C,3,TOTAL,C3TOTAL,21-Nov-16,Croton_dichogamus,2305,N,2.53,NA,NA,NA,1
9,2017,C,3,TOTAL,C3TOTAL,20-Aug-17,Croton_dichogamus,2305,N,2.5,2.5,2.5,10,1
10,2019,C,3,TOTAL,C3TOTAL,14-Jul-19,Croton_dichogamus,2305,N,2.55,3.7,3.4,11,1
1,2009,C,3,TOTAL,C3TOTAL,9-Feb-09,Croton_dichogamus,2306,N,1.9,1.85,1.2,11,4
2,2010,C,3,TOTAL,C3TOTAL,13-Feb-10,Croton_dichogamus,2306,N,1.75,2.1,2,15,4
3,2011,C,3,TOTAL,C3TOTAL,1-Jan-11,Croton_dichogamus,2306,N,1.75,1.9,1.4,10,3
4,2012,C,3,TOTAL,C3TOTAL,22-Feb-12,Croton_dichogamus,2306,N,1.7,2,1.9,8,1
5,2013,C,3,TOTAL,C3TOTAL,22-Feb-13,Croton_dichogamus,2306,N,1.79,2,1.9,8,1
1,2009,C,3,TOTAL,C3TOTAL,9-Feb-09,Croton_dichogamus,2307,N,1.42,1.6,1.4,7.2,5
2,2010,C,3,TOTAL,C3TOTAL,13-Feb-10,Croton_dichogamus,2307,N,1.6,1.6,1.8,5.7,6
3,2011,C,3,TOTAL,C3TOTAL,1-Jan-11,Croton_dichogamus,2307,N,1.7,1.3,1.5,4,6
4,2012,C,3,TOTAL,C3TOTAL,22-Feb-12,Croton_dichogamus,2307,N,1.7,1.3,1.6,7,1
5,2013,C,3,TOTAL,C3TOTAL,22-Feb-13,Croton_dichogamus,2307,N,1.77,1.9,1.2,5,1
6,2014,C,3,TOTAL,C3TOTAL,5-Mar-14,Croton_dichogamus,2307,N,1.81,1.6,1.5,5,1
7,2015,C,3,TOTAL,C3TOTAL,30-Sep-15,Croton_dichogamus,2307,N,1.86,1.3,1.8,5.5,0
9,2017,C,3,TOTAL,C3TOTAL,20-Aug-17,Croton_dichogamus,2307,N,2,1.7,1.7,6,1
10,2019,C,3,TOTAL,C3TOTAL,14-Jul-19,Croton_dichogamus,2307,N,2.3,2.1,2,9,1
1,2009,C,3,TOTAL,C3TOTAL,9-Feb-09,Croton_dichogamus,2308,N,1.84,2.4,1.8,5.2,7
2,2010,C,3,TOTAL,C3TOTAL,13-Feb-10,Croton_dichogamus,2308,N,1.7,2.6,2.8,6.3,8
3,2011,C,3,TOTAL,C3TOTAL,1-Jan-11,Croton_dichogamus,2308,N,2.05,2.9,2.7,7,9
4,2012,C,3,TOTAL,C3TOTAL,22-Feb-12,Croton_dichogamus,2308,N,1.9,3,2.5,7,1
5,2013,C,3,TOTAL,C3TOTAL,22-Feb-13,Croton_dichogamus,2308,N,2.09,2.8,2.2,7.2,1
6,2014,C,3,TOTAL,C3TOTAL,5-Mar-14,Croton_dichogamus,2308,N,1.99,2.6,2.5,7.5,1
7,2015,C,3,TOTAL,C3TOTAL,30-Sep-15,Croton_dichogamus,2308,N,1.81,1.6,1.5,5,1
9,2017,C,3,TOTAL,C3TOTAL,20-Aug-17,Croton_dichogamus,2308,N,2.31,3,2.6,9,1
10,2019,C,3,TOTAL,C3TOTAL,14-Jul-19,Croton_dichogamus,2308,N,2.3,3.3,3.4,9,1
1,2009,C,3,TOTAL,C3TOTAL,9-Feb-09,Croton_dichogamus,2309,N,1.9,2.95,2.6,9.6,8
2,2010,C,3,TOTAL,C3TOTAL,13-Feb-10,Croton_dichogamus,2309,N,1.82,3.2,3.7,11.2,10
3,2011,C,3,TOTAL,C3TOTAL,1-Jan-11,Croton_dichogamus,2309,N,2.37,3.5,3.3,8,9
4,2012,C,3,TOTAL,C3TOTAL,22-Feb-12,Croton_dichogamus,2309,N,1.95,4,3.9,10,1
5,2013,C,3,TOTAL,C3TOTAL,22-Feb-13,Croton_dichogamus,2309,N,1.98,3.8,3.2,9,1
6,2014,C,3,TOTAL,C3TOTAL,5-Mar-14,Croton_dichogamus,2309,N,1.95,3.1,2.9,8,1
7,2015,C,3,TOTAL,C3TOTAL,30-Sep-15,Croton_dichogamus,2309,N,2,2.6,2.5,7.5,1
8,2016,C,3,TOTAL,C3TOTAL,21-Nov-16,Croton_dichogamus,2309,N,2.23,3.4,3.3,9.2,1
9,2017,C,3,TOTAL,C3TOTAL,20-Aug-17,Croton_dichogamus,2309,N,2,3,3,9,1
10,2019,C,3,TOTAL,C3TOTAL,14-Jul-19,Croton_dichogamus,2309,N,2.35,3.5,3.5,10,1
1,2009,C,3,TOTAL,C3TOTAL,9-Feb-09,Croton_dichogamus,2310,N,1.35,0.4,0.25,5.6,2
2,2010,C,3,TOTAL,C3TOTAL,13-Feb-10,Croton_dichogamus,2310,N,1.25,1.05,1,6.3,1
3,2011,C,3,TOTAL,C3TOTAL,1-Jan-11,Croton_dichogamus,2310,N,1.4,1.1,1.2,4,1
4,2012,C,3,TOTAL,C3TOTAL,22-Feb-12,Croton_dichogamus,2310,N,1.45,2,1.7,7,1
5,2013,C,3,TOTAL,C3TOTAL,22-Feb-13,Croton_dichogamus,2310,N,1.1,1.4,1.2,4.5,1
7,2015,C,3,TOTAL,C3TOTAL,30-Sep-15,Croton_dichogamus,2310,N,1.95,3.25,2.9,8.5,1
9,2017,C,3,TOTAL,C3TOTAL,20-Aug-17,Croton_dichogamus,2310,N,1.62,3,3,5,1
6,2014,C,2,TOTAL,C2TOTAL,20-Feb-14,Acacia_etbaica,2313,N,2.85,2.2,2,11,1
7,2015,C,2,TOTAL,C2TOTAL,11-Jun-15,Acacia_etbaica,2313,N,3,2.5,2.5,13,1
6,2014,S,3,TOTAL,S3TOTAL,18-Feb-14,Acacia_brevispica,2314,N,3.6,3.7,2.8,9.2,1
7,2015,S,3,TOTAL,S3TOTAL,13-Oct-15,Acacia_brevispica,2314,N,4.05,4,3.5,15,1
6,2014,S,3,TOTAL,S3TOTAL,18-Feb-14,Acacia_mellifera,2317,N,3.77,5.4,4.95,35,3
7,2015,S,3,TOTAL,S3TOTAL,13-Oct-15,Acacia_mellifera,2317,N,4.15,5.2,6,34,3
1,2009,C,3,TOTAL,C3TOTAL,9-Feb-09,Balanites_rotundifolia,2321,N,2.54,2.8,2.5,60,1
2,2010,C,3,TOTAL,C3TOTAL,13-Feb-10,Balanites_rotundifolia,2321,N,3.31,3.7,3.6,50.5,1
3,2011,C,3,TOTAL,C3TOTAL,1-Jan-11,Balanites_rotundifolia,2321,N,3.16,4.3,4.8,45,1
4,2012,C,3,TOTAL,C3TOTAL,22-Feb-12,Balanites_rotundifolia,2321,N,3.65,4.7,5.2,54,1
5,2013,C,3,TOTAL,C3TOTAL,22-Feb-13,Balanites_rotundifolia,2321,N,3.78,5.5,5,58,1
6,2014,C,3,TOTAL,C3TOTAL,5-Mar-14,Balanites_rotundifolia,2321,N,3.91,4.4,4.2,58,1
7,2015,C,3,TOTAL,C3TOTAL,30-Sep-15,Balanites_rotundifolia,2321,N,4.85,5.5,5.4,61,1
8,2016,C,3,TOTAL,C3TOTAL,21-Nov-16,Balanites_rotundifolia,2321,N,4.3,5.7,5.6,63,1
9,2017,C,3,TOTAL,C3TOTAL,20-Aug-17,Balanites_rotundifolia,2321,N,4.5,6.3,7,65,1
10,2019,C,3,TOTAL,C3TOTAL,14-Jul-19,Balanites_rotundifolia,2321,N,4.5,6.1,5.8,65,1
1,2009,C,3,TOTAL,C3TOTAL,9-Feb-09,Balanites_rotundifolia,2322,N,4.17,5.3,3.1,70,1
2,2010,C,3,TOTAL,C3TOTAL,13-Feb-10,Balanites_rotundifolia,2322,N,4.4,5,3.9,15.9,1
3,2011,C,3,TOTAL,C3TOTAL,1-Jan-11,Balanites_rotundifolia,2322,N,4.72,3.7,4.1,45,2
4,2012,C,3,TOTAL,C3TOTAL,22-Feb-12,Balanites_rotundifolia,2322,N,4.55,8,7,55,1
5,2013,C,3,TOTAL,C3TOTAL,22-Feb-13,Balanites_rotundifolia,2322,N,4.1,7.3,8.1,44,1
6,2014,C,3,TOTAL,C3TOTAL,5-Mar-14,Balanites_rotundifolia,2322,N,4.44,4.3,4.2,43,1
7,2015,C,3,TOTAL,C3TOTAL,30-Sep-15,Balanites_rotundifolia,2322,N,3.97,6.2,6,43,1
8,2016,C,3,TOTAL,C3TOTAL,21-Nov-16,Balanites_rotundifolia,2322,N,4.5,6.2,6,43.4,1
9,2017,C,3,TOTAL,C3TOTAL,20-Aug-17,Balanites_rotundifolia,2322,N,4.71,6.5,6.5,45,1
10,2019,C,3,TOTAL,C3TOTAL,14-Jul-19,Balanites_rotundifolia,2322,N,4.6,6.3,6.2,45.5,1
1,2009,C,3,TOTAL,C3TOTAL,9-Feb-09,Balanites_rotundifolia,2323,N,3.12,1.7,1.5,30.3,1
2,2010,C,3,TOTAL,C3TOTAL,13-Feb-10,Balanites_rotundifolia,2323,N,3.55,2.4,2.3,16.1,1
3,2011,C,3,TOTAL,C3TOTAL,1-Jan-11,Balanites_rotundifolia,2323,N,4,3.5,3.4,35,1
4,2012,C,3,TOTAL,C3TOTAL,22-Feb-12,Balanites_rotundifolia,2323,N,4,4,3.7,19,1
5,2013,C,3,TOTAL,C3TOTAL,22-Feb-13,Balanites_rotundifolia,2323,N,4.09,4.6,4.2,18.5,1
6,2014,C,3,TOTAL,C3TOTAL,5-Mar-14,Balanites_rotundifolia,2323,N,4.13,3.4,3.2,22,1
7,2015,C,3,TOTAL,C3TOTAL,30-Sep-15,Balanites_rotundifolia,2323,N,4.13,3.4,3.2,22,1
8,2016,C,3,TOTAL,C3TOTAL,21-Nov-16,Balanites_rotundifolia,2323,N,4.3,4.6,5.1,NA,1
9,2017,C,3,TOTAL,C3TOTAL,20-Aug-17,Balanites_rotundifolia,2323,N,4.65,4.8,4.5,20,1
10,2019,C,3,TOTAL,C3TOTAL,14-Jul-19,Balanites_rotundifolia,2323,N,4.6,4.7,4.5,NA,1
1,2009,C,3,TOTAL,C3TOTAL,9-Feb-09,Balanites_rotundifolia,2324,N,3.6,3.1,3,48,2
2,2010,C,3,TOTAL,C3TOTAL,13-Feb-10,Balanites_rotundifolia,2324,N,3.9,4,2.7,14.3,1
3,2011,C,3,TOTAL,C3TOTAL,1-Jan-11,Balanites_rotundifolia,2324,N,3.99,5.3,5.1,15,4
4,2012,C,3,TOTAL,C3TOTAL,22-Feb-12,Balanites_rotundifolia,2324,N,3.2,4.5,5.7,42,1
5,2013,C,3,TOTAL,C3TOTAL,22-Feb-13,Balanites_rotundifolia,2324,N,3.34,4.9,4.2,41,1
6,2014,C,3,TOTAL,C3TOTAL,5-Mar-14,Balanites_rotundifolia,2324,N,3.58,4.6,4.2,41,1
7,2015,C,3,TOTAL,C3TOTAL,30-Sep-15,Balanites_rotundifolia,2324,N,3.6,4.3,4.1,42,1
8,2016,C,3,TOTAL,C3TOTAL,21-Nov-16,Balanites_rotundifolia,2324,N,3.65,5.2,4.7,41.4,1
9,2017,C,3,TOTAL,C3TOTAL,20-Aug-17,Balanites_rotundifolia,2324,N,3.5,5.8,6,42,1
10,2019,C,3,TOTAL,C3TOTAL,14-Jul-19,Balanites_rotundifolia,2324,N,3.73,5.3,5.1,43,1
1,2009,C,3,TOTAL,C3TOTAL,9-Feb-09,Balanites_rotundifolia,2325,N,1.9,1.5,1.9,12.2,3
2,2010,C,3,TOTAL,C3TOTAL,13-Feb-10,Balanites_rotundifolia,2325,N,2.52,2.9,2.2,14.9,3
3,2011,C,3,TOTAL,C3TOTAL,1-Jan-11,Balanites_rotundifolia,2325,N,2.45,4.6,3.2,10,4
4,2012,C,3,TOTAL,C3TOTAL,22-Feb-12,Balanites_rotundifolia,2325,N,2.25,3.6,3.2,14,1
5,2013,C,3,TOTAL,C3TOTAL,22-Feb-13,Balanites_rotundifolia,2325,N,2.71,3,2.9,14.5,4
6,2014,C,3,TOTAL,C3TOTAL,5-Mar-14,Balanites_rotundifolia,2325,N,2.46,3.3,2.8,15,1
7,2015,C,3,TOTAL,C3TOTAL,30-Sep-15,Balanites_rotundifolia,2325,N,2.55,3.22,3.28,16,3
8,2016,C,3,TOTAL,C3TOTAL,21-Nov-16,Balanites_rotundifolia,2325,N,2.75,3.6,3.8,15.2,1
9,2017,C,3,TOTAL,C3TOTAL,20-Aug-17,Balanites_rotundifolia,2325,N,3,3.5,3.2,15,1
10,2019,C,3,TOTAL,C3TOTAL,14-Jul-19,Balanites_rotundifolia,2325,N,2.85,3.8,3.5,16,1
1,2009,C,3,TOTAL,C3TOTAL,9-Feb-09,Balanites_rotundifolia,2326,N,3.81,3.5,4.9,50,2
2,2010,C,3,TOTAL,C3TOTAL,13-Feb-10,Balanites_rotundifolia,2326,N,4.02,5.6,4.4,NA,2
3,2011,C,3,TOTAL,C3TOTAL,1-Jan-11,Balanites_rotundifolia,2326,N,4.89,5.7,5.8,25,2
4,2012,C,3,TOTAL,C3TOTAL,22-Feb-12,Balanites_rotundifolia,2326,N,4.3,6,7.7,NA,1
5,2013,C,3,TOTAL,C3TOTAL,22-Feb-13,Balanites_rotundifolia,2326,N,4.53,9.1,7.9,45,1
6,2014,C,3,TOTAL,C3TOTAL,5-Mar-14,Balanites_rotundifolia,2326,N,4.22,6.5,5.5,44,2
7,2015,C,3,TOTAL,C3TOTAL,30-Sep-15,Balanites_rotundifolia,2326,N,3.85,6.4,5.2,46,2
8,2016,C,3,TOTAL,C3TOTAL,21-Nov-16,Balanites_rotundifolia,2326,N,4.4,6.1,5.2,45.8,1
9,2017,C,3,TOTAL,C3TOTAL,20-Aug-17,Balanites_rotundifolia,2326,N,4.8,5.3,4,45,1
10,2019,C,3,TOTAL,C3TOTAL,14-Jul-19,Balanites_rotundifolia,2326,N,4.52,6.3,5.5,47.5,1
1,2009,C,3,TOTAL,C3TOTAL,9-Feb-09,Balanites_rotundifolia,2327,N,4.67,4.1,4.3,26.1,4
2,2010,C,3,TOTAL,C3TOTAL,13-Feb-10,Balanites_rotundifolia,2327,N,5.1,5.1,4,27.9,4
3,2011,C,3,TOTAL,C3TOTAL,1-Jan-11,Balanites_rotundifolia,2327,N,4.84,4.7,5.1,25,7
4,2012,C,3,TOTAL,C3TOTAL,22-Feb-12,Balanites_rotundifolia,2327,N,4.25,6.3,6,27,1
5,2013,C,3,TOTAL,C3TOTAL,22-Feb-13,Balanites_rotundifolia,2327,N,4.8,6.7,6.5,30,2
6,2014,C,3,TOTAL,C3TOTAL,5-Mar-14,Balanites_rotundifolia,2327,N,4.71,7.2,6.3,31,3
7,2015,C,3,TOTAL,C3TOTAL,30-Sep-15,Balanites_rotundifolia,2327,N,5.13,5.9,8.5,33,2
8,2016,C,3,TOTAL,C3TOTAL,21-Nov-16,Balanites_rotundifolia,2327,N,5.68,8.9,8.1,33,2
9,2017,C,3,TOTAL,C3TOTAL,20-Aug-17,Balanites_rotundifolia,2327,N,4.9,7.5,7,35,1
10,2019,C,3,TOTAL,C3TOTAL,14-Jul-19,Balanites_rotundifolia,2327,N,5.72,9,8.3,35,1
1,2009,C,3,TOTAL,C3TOTAL,9-Feb-09,Balanites_rotundifolia,2328,N,3.44,3.5,3.6,NA,1
2,2010,C,3,TOTAL,C3TOTAL,13-Feb-10,Balanites_rotundifolia,2328,N,3.75,3.9,3.7,31.7,1
3,2011,C,3,TOTAL,C3TOTAL,1-Jan-11,Balanites_rotundifolia,2328,N,4.39,5.3,4.8,65,1
4,2012,C,3,TOTAL,C3TOTAL,22-Feb-12,Balanites_rotundifolia,2328,N,5.1,10,7.5,NA,1
5,2013,C,3,TOTAL,C3TOTAL,22-Feb-13,Balanites_rotundifolia,2328,N,5.26,6.1,4.8,NA,1
6,2014,C,3,TOTAL,C3TOTAL,5-Mar-14,Balanites_rotundifolia,2328,N,4.51,6.5,6.1,NA,1
7,2015,C,3,TOTAL,C3TOTAL,30-Sep-15,Balanites_rotundifolia,2328,N,4.51,6.5,6.1,NA,1
10,2019,C,3,TOTAL,C3TOTAL,14-Jul-19,Balanites_rotundifolia,2328,N,5.1,7.3,7.1,68,1
6,2014,C,2,TOTAL,C2TOTAL,20-Feb-14,Acacia_etbaica,2330,N,0.19,0.4,0.38,NA,1
7,2015,C,2,TOTAL,C2TOTAL,11-Jun-15,Acacia_etbaica,2330,N,0.3,0.6,0.42,2.9,1
1,2009,C,3,MEGA,C3MEGA,9-Feb-09,Acacia_etbaica,2341,N,1.45,2.9,3,8.3,4
2,2010,C,3,MEGA,C3MEGA,12-Feb-10,Acacia_etbaica,2341,N,1.35,1.85,1.3,8.1,4
3,2011,C,3,MEGA,C3MEGA,15-Feb-11,Acacia_etbaica,2341,N,1.4,2.1,1.8,10,1
4,2012,C,3,MEGA,C3MEGA,20-Feb-12,Acacia_etbaica,2341,N,1.55,2.2,2.4,9,1
5,2013,C,3,MEGA,C3MEGA,21-Feb-13,Acacia_etbaica,2341,N,1.59,3,2.9,11.5,1
6,2014,C,3,MEGA,C3MEGA,5-Mar-14,Acacia_etbaica,2341,N,1.75,2.4,2.2,13,1
7,2015,C,3,MEGA,C3MEGA,30-Sep-15,Acacia_etbaica,2341,N,1.97,3.1,3.2,15,1
8,2016,C,3,MEGA,C3MEGA,21-Nov-16,Acacia_etbaica,2341,N,2.06,3.2,3.2,16.5,1
9,2017,C,3,MEGA,C3MEGA,26-Aug-17,Acacia_etbaica,2341,N,2.13,3.2,3.3,16.3,1
10,2019,C,3,MEGA,C3MEGA,5-Jul-19,Acacia_etbaica,2341,N,2.15,3.5,3.4,17,1
1,2009,C,3,MEGA,C3MEGA,9-Feb-09,Acacia_etbaica,2343,N,2.5,3.1,2.8,5.2,1
2,2010,C,3,MEGA,C3MEGA,12-Feb-10,Acacia_etbaica,2343,N,2.85,4.2,4.15,19.9,1
3,2011,C,3,MEGA,C3MEGA,15-Feb-11,Acacia_etbaica,2343,N,3.55,4.4,4,28,1
4,2012,C,3,MEGA,C3MEGA,20-Feb-12,Acacia_etbaica,2343,N,3.52,5.7,5,34,1
5,2013,C,3,MEGA,C3MEGA,21-Feb-13,Acacia_etbaica,2343,N,4.19,8.1,6.1,41.8,1
6,2014,C,3,MEGA,C3MEGA,5-Mar-14,Acacia_etbaica,2343,N,4.45,7.7,7.3,47,1
7,2015,C,3,MEGA,C3MEGA,30-Sep-15,Acacia_etbaica,2343,N,4.92,7.4,7.1,23.5,1
8,2016,C,3,MEGA,C3MEGA,21-Nov-16,Acacia_etbaica,2343,N,5,7.4,7.5,25,1
9,2017,C,3,MEGA,C3MEGA,26-Aug-17,Acacia_etbaica,2343,N,2.12,7.5,7.3,25,1
10,2019,C,3,MEGA,C3MEGA,5-Jul-19,Acacia_etbaica,2343,N,5.1,7.5,7.3,25,1
1,2009,C,3,MEGA,C3MEGA,9-Feb-09,Acacia_etbaica,2344,N,1.55,1.6,1.3,12.1,1
2,2010,C,3,MEGA,C3MEGA,12-Feb-10,Acacia_etbaica,2344,N,1.72,2.35,2.55,12.2,3
3,2011,C,3,MEGA,C3MEGA,15-Feb-11,Acacia_etbaica,2344,N,1.6,1.5,1.5,14,1
4,2012,C,3,MEGA,C3MEGA,20-Feb-12,Acacia_etbaica,2344,N,1.75,3.3,3,16,1
5,2013,C,3,MEGA,C3MEGA,21-Feb-13,Acacia_etbaica,2344,N,2.23,4.5,4.3,22,1
6,2014,C,3,MEGA,C3MEGA,5-Mar-14,Acacia_etbaica,2344,N,2.25,3.6,3.1,24.5,1
7,2015,C,3,MEGA,C3MEGA,30-Sep-15,Acacia_etbaica,2344,N,2.63,3.5,3.8,31,1
8,2016,C,3,MEGA,C3MEGA,21-Nov-16,Acacia_etbaica,2344,N,2.75,4,3.7,32,1
9,2017,C,3,MEGA,C3MEGA,26-Aug-17,Acacia_etbaica,2344,N,2.85,4,3.6,33,1
10,2019,C,3,MEGA,C3MEGA,5-Jul-19,Acacia_etbaica,2344,N,2.75,3.5,3.5,32,1
1,2009,C,3,MEGA,C3MEGA,9-Feb-09,Acacia_etbaica,2345,N,2,2.7,2.6,18.6,1
2,2010,C,3,MEGA,C3MEGA,12-Feb-10,Acacia_etbaica,2345,N,2.05,4.25,3.85,15.3,2
3,2011,C,3,MEGA,C3MEGA,15-Feb-11,Acacia_etbaica,2345,N,2.3,5,3.9,21,1
4,2012,C,3,MEGA,C3MEGA,20-Feb-12,Acacia_etbaica,2345,N,2.35,5,5,26,1
5,2013,C,3,MEGA,C3MEGA,21-Feb-13,Acacia_etbaica,2345,N,2.99,6.7,6.6,NA,1
6,2014,C,3,MEGA,C3MEGA,5-Mar-14,Acacia_etbaica,2345,N,3.3,5.3,5.2,NA,1
7,2015,C,3,MEGA,C3MEGA,30-Sep-15,Acacia_etbaica,2345,N,3.32,6.7,7.8,NA,1
8,2016,C,3,MEGA,C3MEGA,21-Nov-16,Acacia_etbaica,2345,N,2.26,8,6.3,NA,1
