survey,year,site,block,treatment,plot,date,species,tag_number,dead,ht_m,l_m,w_m,circ_cm,no_stems
8,2016,S,1,MESO,S1MESO,10-Oct-16,Balanites_rotundifolia,923,N,4.45,5,6,60,1
9,2017,S,1,MESO,S1MESO,14-Aug-17,Balanites_rotundifolia,923,N,4.1,4.8,4.2,66,1
10,2019,S,1,MESO,S1MESO,19-Nov-19,Balanites_rotundifolia,923,N,4.1,4.9,4.2,68.1,1
10,2019,S,1,MESO,S1MESO,14-Nov-19,Balanites_rotundifolia,923,N,4.2,4.2,4.6,67,1
1,2009,S,1,MESO,S1MESO,26-Jan-09,Balanites_rotundifolia,924,N,3.14,1.64,1.84,18.6,2
2,2010,S,1,MESO,S1MESO,2-Feb-10,Balanites_rotundifolia,924,N,3.25,2.2,2.5,21.9,1
3,2011,S,1,MESO,S1MESO,24-Feb-11,Balanites_rotundifolia,924,N,3.6,4.1,3.3,15,1
4,2012,S,1,MESO,S1MESO,11-Jan-12,Balanites_rotundifolia,924,N,2.9,3.6,3.4,10,1
5,2013,S,1,MESO,S1MESO,12-Jan-13,Balanites_rotundifolia,924,N,2.59,3.2,3.5,NA,1
6,2014,S,1,MESO,S1MESO,31-Jan-14,Balanites_rotundifolia,924,N,2.6,4.2,3.4,NA,1
7,2015,S,1,MESO,S1MESO,29-Sep-15,Balanites_rotundifolia,924,N,2.63,4.4,3.8,NA,1
8,2016,S,1,MESO,S1MESO,10-Oct-16,Balanites_rotundifolia,924,N,2.49,3.8,3.5,NA,1
9,2017,S,1,MESO,S1MESO,14-Aug-17,Balanites_rotundifolia,924,N,2.5,4.5,2.8,NA,1
10,2019,S,1,MESO,S1MESO,14-Nov-19,Balanites_rotundifolia,924,N,2.55,3,4.5,NA,1
10,2019,S,1,MESO,S1MESO,19-Nov-19,Balanites_rotundifolia,924,N,2.55,4.5,3,NA,1
1,2009,S,1,MESO,S1MESO,26-Jan-09,Balanites_rotundifolia,925,N,1.41,0.99,0.8,8.4,1
2,2010,S,1,MESO,S1MESO,2-Feb-10,Balanites_rotundifolia,925,N,1.7,1.45,1,5.2,1
3,2011,S,1,MESO,S1MESO,24-Feb-11,Balanites_rotundifolia,925,N,2.8,2,1.8,7,1
4,2012,S,1,MESO,S1MESO,11-Jan-12,Balanites_rotundifolia,925,N,3.3,1.9,1.6,4,1
5,2013,S,1,MESO,S1MESO,12-Jan-13,Balanites_rotundifolia,925,N,3.66,2.3,1.8,8,1
6,2014,S,1,MESO,S1MESO,31-Jan-14,Balanites_rotundifolia,925,N,3.44,2.2,2.1,9,1
7,2015,S,1,MESO,S1MESO,29-Sep-15,Balanites_rotundifolia,925,N,3.9,2.4,2.3,9.7,1
8,2016,S,1,MESO,S1MESO,10-Oct-16,Balanites_rotundifolia,925,N,3.09,2.3,2.6,10.3,1
9,2017,S,1,MESO,S1MESO,14-Aug-17,Balanites_rotundifolia,925,N,2.4,2.7,1.2,11,1
10,2019,S,1,MESO,S1MESO,19-Nov-19,Balanites_rotundifolia,925,N,2.42,2.7,1.3,13,1
10,2019,S,1,MESO,S1MESO,14-Nov-19,Balanites_rotundifolia,925,N,2.5,1.5,2.7,12,1
1,2009,S,1,MESO,S1MESO,26-Jan-09,Balanites_rotundifolia,926,N,2.08,1.59,1.65,24.2,1
2,2010,S,1,MESO,S1MESO,2-Feb-10,Balanites_rotundifolia,926,N,2,2.6,2.3,22.5,1
3,2011,S,1,MESO,S1MESO,24-Feb-11,Balanites_rotundifolia,926,N,2.2,2.7,2.5,26,1
4,2012,S,1,MESO,S1MESO,11-Jan-12,Balanites_rotundifolia,926,N,2.05,3.1,2.15,10,1
5,2013,S,1,MESO,S1MESO,12-Jan-13,Balanites_rotundifolia,926,N,1.97,3.3,2.4,27.5,1
6,2014,S,1,MESO,S1MESO,31-Jan-14,Balanites_rotundifolia,926,N,2.03,2.5,2.1,28,1
7,2015,S,1,MESO,S1MESO,29-Sep-15,Balanites_rotundifolia,926,N,2.15,2.8,2.5,28.5,1
8,2016,S,1,MESO,S1MESO,10-Oct-16,Balanites_rotundifolia,926,N,2.05,2.7,2.5,29,1
9,2017,S,1,MESO,S1MESO,14-Aug-17,Balanites_rotundifolia,926,N,2.2,3.1,2.7,31,1
10,2019,S,1,MESO,S1MESO,14-Nov-19,Balanites_rotundifolia,926,N,2.3,3,2.8,31,1
10,2019,S,1,MESO,S1MESO,19-Nov-19,Balanites_rotundifolia,926,N,2.3,3.1,2.75,33,1
1,2009,S,1,MESO,S1MESO,26-Jan-09,Balanites_rotundifolia,927,N,1.17,0.5,0.63,4.8,4
2,2010,S,1,MESO,S1MESO,2-Feb-10,Balanites_rotundifolia,927,N,1.9,1.1,1,4.8,2
3,2011,S,1,MESO,S1MESO,24-Feb-11,Balanites_rotundifolia,927,N,2.05,2.1,1.7,7,1
4,2012,S,1,MESO,S1MESO,11-Jan-12,Balanites_rotundifolia,927,N,3.35,3.7,3.5,9,1
5,2013,S,1,MESO,S1MESO,12-Jan-13,Balanites_rotundifolia,927,N,3.11,3.2,2.9,11.5,2
6,2014,S,1,MESO,S1MESO,31-Jan-14,Balanites_rotundifolia,927,N,3.2,3.1,2.7,13,1
7,2015,S,1,MESO,S1MESO,29-Sep-15,Balanites_rotundifolia,927,N,3.43,3.8,2.5,14.5,1
8,2016,S,1,MESO,S1MESO,10-Oct-16,Balanites_rotundifolia,927,N,3.46,3.3,3.6,16,2
9,2017,S,1,MESO,S1MESO,14-Aug-17,Balanites_rotundifolia,927,N,3.26,3.3,2.5,18,1
10,2019,S,1,MESO,S1MESO,19-Nov-19,Balanites_rotundifolia,927,N,3.3,3.3,2.45,20,1
10,2019,S,1,MESO,S1MESO,14-Nov-19,Balanites_rotundifolia,927,N,3.38,3.3,2.5,18,1
1,2009,S,1,MESO,S1MESO,26-Jan-09,Balanites_rotundifolia,928,N,2.33,2.18,2.18,19.7,4
2,2010,S,1,MESO,S1MESO,2-Feb-10,Balanites_rotundifolia,928,N,2.4,2.5,2.1,13.9,3
3,2011,S,1,MESO,S1MESO,24-Feb-11,Balanites_rotundifolia,928,N,2.05,2.8,2.7,10,1
4,2012,S,1,MESO,S1MESO,11-Jan-12,Balanites_rotundifolia,928,N,2.65,3.2,2.4,10,1
5,2013,S,1,MESO,S1MESO,12-Jan-13,Balanites_rotundifolia,928,N,3.23,3,2.9,21.5,1
6,2014,S,1,MESO,S1MESO,31-Jan-14,Balanites_rotundifolia,928,N,3.19,2.7,2.45,22,2
7,2015,S,1,MESO,S1MESO,29-Sep-15,Balanites_rotundifolia,928,N,3.34,3,2.8,22.5,1
8,2016,S,1,MESO,S1MESO,10-Oct-16,Balanites_rotundifolia,928,N,3.27,3.3,3.1,24,2
9,2017,S,1,MESO,S1MESO,14-Aug-17,Balanites_rotundifolia,928,N,2.8,3.9,3.1,24,1
10,2019,S,1,MESO,S1MESO,19-Nov-19,Balanites_rotundifolia,928,N,2.9,4.1,3.2,25,1
10,2019,S,1,MESO,S1MESO,14-Nov-19,Balanites_rotundifolia,928,N,3,4,3.2,25,1
1,2009,S,1,MESO,S1MESO,26-Jan-09,Balanites_rotundifolia,929,N,3.2,1.94,1.71,18.1,4
2,2010,S,1,MESO,S1MESO,2-Feb-10,Balanites_rotundifolia,929,N,3.15,2.8,1.9,23.1,1
3,2011,S,1,MESO,S1MESO,24-Feb-11,Balanites_rotundifolia,929,N,3.8,3.1,2.8,22,1
4,2012,S,1,MESO,S1MESO,11-Jan-12,Balanites_rotundifolia,929,N,3.5,3.4,3.5,22,1
5,2013,S,1,MESO,S1MESO,12-Jan-13,Balanites_rotundifolia,929,N,3.25,3.2,4.1,27,2
6,2014,S,1,MESO,S1MESO,31-Jan-14,Balanites_rotundifolia,929,N,3.6,4.6,4.5,27,2
7,2015,S,1,MESO,S1MESO,29-Sep-15,Balanites_rotundifolia,929,N,3.79,3.9,3.8,27,1
8,2016,S,1,MESO,S1MESO,10-Oct-16,Balanites_rotundifolia,929,N,4.71,4.1,4,28,1
9,2017,S,1,MESO,S1MESO,14-Aug-17,Balanites_rotundifolia,929,N,3.9,3.9,3.9,29,1
10,2019,S,1,MESO,S1MESO,14-Nov-19,Balanites_rotundifolia,929,N,3.9,4,4,29,1
10,2019,S,1,MESO,S1MESO,19-Nov-19,Balanites_rotundifolia,929,N,4.1,3.9,4,30,1
1,2009,S,1,MESO,S1MESO,26-Jan-09,Balanites_rotundifolia,930,N,0.88,0.94,0.52,5.7,1
2,2010,S,1,MESO,S1MESO,2-Feb-10,Balanites_rotundifolia,930,N,0.81,0.9,0.5,3.1,1
3,2011,S,1,MESO,S1MESO,24-Feb-11,Balanites_rotundifolia,930,N,1,0.6,1.3,6,1
4,2012,S,1,MESO,S1MESO,11-Jan-12,Balanites_rotundifolia,930,N,3.6,3.3,2.5,20,1
5,2013,S,1,MESO,S1MESO,12-Jan-13,Balanites_rotundifolia,930,N,1.1,0.9,0.8,3,1
6,2014,S,1,MESO,S1MESO,31-Jan-14,Balanites_rotundifolia,930,N,0.85,1.3,1,4,1
7,2015,S,1,MESO,S1MESO,29-Sep-15,Balanites_rotundifolia,930,N,1.1,1.2,1,4,1
8,2016,S,1,MESO,S1MESO,10-Oct-16,Balanites_rotundifolia,930,N,1,1.5,1.1,5,1
9,2017,S,1,MESO,S1MESO,14-Aug-17,Balanites_rotundifolia,930,N,1,0.85,0.77,4.5,1
10,2019,S,1,MESO,S1MESO,19-Nov-19,Balanites_rotundifolia,930,N,1.1,0.8,0.22,5,1
10,2019,S,1,MESO,S1MESO,14-Nov-19,Balanites_rotundifolia,930,N,1.2,0.92,0.75,5,1
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Acacia_etbaica,931,N,0.79,1.4,1.1,4,1
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Acacia_etbaica,931,N,1.06,1.2,1.1,4,1
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Acacia_etbaica,932,N,1.69,1.5,1.4,7,2
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Acacia_etbaica,932,N,1.85,1.9,1.6,7.5,1
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Acacia_etbaica,933,N,3.29,3.7,3.2,23,1
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Acacia_etbaica,933,N,3.11,5,3.7,24.5,1
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Acacia_etbaica,934,N,2.08,2.8,2.5,10,2
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Acacia_etbaica,934,N,2.05,2.1,2.5,8.2,1
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Acacia_etbaica,935,N,1.74,1.3,1.15,6,1
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Acacia_etbaica,935,N,1.98,1.4,1.3,6.5,1
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Acacia_etbaica,936,N,3.12,3.6,2.5,12,1
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Acacia_etbaica,936,N,3.28,2.7,2.1,11.3,1
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Acacia_etbaica,937,N,1.48,1.8,1.15,5,1
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Acacia_etbaica,937,N,1.59,1.85,1.5,4,2
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Acacia_etbaica,938,N,3.63,2.9,2.4,22,1
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Acacia_etbaica,938,N,3.62,3.1,2.95,16.5,1
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Acacia_etbaica,939,N,3.34,3.2,2.7,20,1
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Acacia_etbaica,939,N,3.77,3.1,2.95,18.5,1
6,2014,S,2,TOTAL,S2TOTAL,17-Feb-14,Acacia_drepanolobium,940,N,1.04,1.5,1.05,7,2
7,2015,S,2,TOTAL,S2TOTAL,26-Sep-15,Acacia_drepanolobium,940,N,1.22,1.8,1.4,7,2
1,2009,S,1,MESO,S1MESO,26-Jan-09,Acacia_drepanolobium,941,N,1.51,0.96,0.82,10.1,1
2,2010,S,1,MESO,S1MESO,2-Feb-10,Acacia_drepanolobium,941,N,1.3,1.3,1.7,8.4,1
3,2011,S,1,MESO,S1MESO,24-Feb-11,Acacia_drepanolobium,941,N,1.8,2.1,1.9,12,1
4,2012,S,1,MESO,S1MESO,11-Jan-12,Acacia_drepanolobium,941,N,1.87,2.15,1.82,13,NA
5,2013,S,1,MESO,S1MESO,12-Jan-13,Acacia_drepanolobium,941,N,2.05,2.1,2,15,2
6,2014,S,1,MESO,S1MESO,31-Jan-14,Acacia_drepanolobium,941,N,2.28,2.7,2.6,15,2
7,2015,S,1,MESO,S1MESO,29-Sep-15,Acacia_drepanolobium,941,N,2.29,2.5,2.4,15,2
8,2016,S,1,MESO,S1MESO,10-Oct-16,Acacia_drepanolobium,941,N,2.57,2.9,2.8,17,2
9,2017,S,1,MESO,S1MESO,14-Aug-17,Acacia_drepanolobium,941,N,2.5,2.6,1.9,16,2
10,2019,S,1,MESO,S1MESO,14-Nov-19,Acacia_drepanolobium,941,N,2.51,2.6,1.8,15,2
10,2019,S,1,MESO,S1MESO,19-Nov-19,Acacia_drepanolobium,941,N,2.6,2,2.6,16,2
1,2009,S,1,MESO,S1MESO,26-Jan-09,Acacia_drepanolobium,942,N,2.25,4.2,4.8,31.9,3
2,2010,S,1,MESO,S1MESO,2-Feb-10,Acacia_drepanolobium,942,N,2.35,4.6,4.5,21,3
3,2011,S,1,MESO,S1MESO,24-Feb-11,Acacia_drepanolobium,942,N,2.6,5.2,1,33,3
4,2012,S,1,MESO,S1MESO,11-Jan-12,Acacia_drepanolobium,942,N,2.38,5.55,4.82,35,NA
5,2013,S,1,MESO,S1MESO,12-Jan-13,Acacia_drepanolobium,942,N,2.65,5.6,5.2,37,3
6,2014,S,1,MESO,S1MESO,31-Jan-14,Acacia_drepanolobium,942,N,2.54,5.8,5.2,37,3
7,2015,S,1,MESO,S1MESO,29-Sep-15,Acacia_drepanolobium,942,N,2.6,5.9,5.6,37,2
8,2016,S,1,MESO,S1MESO,10-Oct-16,Acacia_drepanolobium,942,N,2.5,5.5,5.7,38,3
9,2017,S,1,MESO,S1MESO,14-Aug-17,Acacia_drepanolobium,942,N,2.4,5.2,4.8,38,2
10,2019,S,1,MESO,S1MESO,14-Nov-19,Acacia_drepanolobium,942,N,2.5,4.8,5,38,2
10,2019,S,1,MESO,S1MESO,19-Nov-19,Acacia_drepanolobium,942,N,2.5,5.2,4.85,38.5,2
1,2009,S,1,MESO,S1MESO,26-Jan-09,Acacia_drepanolobium,943,N,1.37,2.72,1.57,17.1,1
2,2010,S,1,MESO,S1MESO,2-Feb-10,Acacia_drepanolobium,943,N,1.1,3.2,1.4,16,1
3,2011,S,1,MESO,S1MESO,24-Feb-11,Acacia_drepanolobium,943,N,2.35,3.3,3.2,20,1
4,2012,S,1,MESO,S1MESO,11-Jan-12,Acacia_drepanolobium,943,N,2.58,4.9,4.24,24,NA
5,2013,S,1,MESO,S1MESO,12-Jan-13,Acacia_drepanolobium,943,N,2.35,5.2,3.4,42,1
6,2014,S,1,MESO,S1MESO,31-Jan-14,Acacia_drepanolobium,943,N,2.55,4.9,4,22,1
7,2015,S,1,MESO,S1MESO,29-Sep-15,Acacia_drepanolobium,943,N,2.56,5.1,4.2,22,1
8,2016,S,1,MESO,S1MESO,10-Oct-16,Acacia_drepanolobium,943,N,2.35,4.4,5.8,25,1
9,2017,S,1,MESO,S1MESO,14-Aug-17,Acacia_drepanolobium,943,N,2.2,3.3,3.2,24,1
10,2019,S,1,MESO,S1MESO,14-Nov-19,Acacia_drepanolobium,943,N,2.3,3.5,3.3,24,1
10,2019,S,1,MESO,S1MESO,19-Nov-19,Acacia_drepanolobium,943,N,2.32,3.3,3.3,25,1
1,2009,S,1,MESO,S1MESO,26-Jan-09,Acacia_drepanolobium,944,N,2.03,1.91,2.17,18.9,1
2,2010,S,1,MESO,S1MESO,2-Feb-10,Acacia_drepanolobium,944,N,2.7,2.6,2.8,19.1,1
3,2011,S,1,MESO,S1MESO,24-Feb-11,Acacia_drepanolobium,944,N,2.2,3.4,2.9,22,1
4,2012,S,1,MESO,S1MESO,11-Jan-12,Acacia_drepanolobium,944,N,2.65,3.75,3.1,27,NA
5,2013,S,1,MESO,S1MESO,12-Jan-13,Acacia_drepanolobium,944,N,2.5,4.1,2.8,26,1
6,2014,S,1,MESO,S1MESO,31-Jan-14,Acacia_drepanolobium,944,N,2.67,3.7,3.3,27,1
7,2015,S,1,MESO,S1MESO,29-Sep-15,Acacia_drepanolobium,944,N,2.68,4.1,3.8,27,1
8,2016,S,1,MESO,S1MESO,10-Oct-16,Acacia_drepanolobium,944,N,2.52,4.1,5.7,28.6,1
9,2017,S,1,MESO,S1MESO,14-Aug-17,Acacia_drepanolobium,944,N,2.45,3.6,3,28,1
10,2019,S,1,MESO,S1MESO,14-Nov-19,Acacia_drepanolobium,944,N,2.43,3.6,3,28,1
10,2019,S,1,MESO,S1MESO,19-Nov-19,Acacia_drepanolobium,944,N,2.46,3.5,3.2,28,1
1,2009,S,1,MESO,S1MESO,26-Jan-09,Acacia_drepanolobium,945,N,1.47,1.85,2.4,35.4,1
2,2010,S,1,MESO,S1MESO,2-Feb-10,Acacia_drepanolobium,945,N,1.5,1.4,1.25,31.4,1
3,2011,S,1,MESO,S1MESO,24-Feb-11,Acacia_drepanolobium,945,Y,NA,NA,NA,NA,NA
1,2009,S,1,MESO,S1MESO,26-Jan-09,Acacia_drepanolobium,946,N,2.94,1.39,1.33,15.3,1
2,2010,S,1,MESO,S1MESO,2-Feb-10,Acacia_drepanolobium,946,N,2,2,1.9,15,1
3,2011,S,1,MESO,S1MESO,24-Feb-11,Acacia_drepanolobium,946,N,2.3,2.1,1.9,17,1
4,2012,S,1,MESO,S1MESO,11-Jan-12,Acacia_drepanolobium,946,N,2.35,2.34,2.05,20,NA
5,2013,S,1,MESO,S1MESO,12-Jan-13,Acacia_drepanolobium,946,N,2.35,2.9,2.6,20,1
6,2014,S,1,MESO,S1MESO,31-Jan-14,Acacia_drepanolobium,946,N,2.51,2.4,2,20,1
7,2015,S,1,MESO,S1MESO,29-Sep-15,Acacia_drepanolobium,946,N,2.54,2.5,2.1,20,1
8,2016,S,1,MESO,S1MESO,10-Oct-16,Acacia_drepanolobium,946,N,2.88,3.9,3,30,1
9,2017,S,1,MESO,S1MESO,14-Aug-17,Acacia_drepanolobium,946,N,2.7,2.9,2.1,22,1
10,2019,S,1,MESO,S1MESO,19-Nov-19,Acacia_drepanolobium,946,N,2.7,3,2.2,22,1
10,2019,S,1,MESO,S1MESO,14-Nov-19,Acacia_drepanolobium,946,N,2.8,3,2.2,22,1
1,2009,S,1,MESO,S1MESO,26-Jan-09,Acacia_drepanolobium,947,N,1.95,1.13,1.46,22.3,1
2,2010,S,1,MESO,S1MESO,2-Feb-10,Acacia_drepanolobium,947,N,2.05,1.9,2.2,23.9,1
3,2011,S,1,MESO,S1MESO,24-Feb-11,Acacia_drepanolobium,947,N,1.95,1.7,1.9,25,1
4,2012,S,1,MESO,S1MESO,11-Jan-12,Acacia_drepanolobium,947,N,1.88,2.1,1.85,28,NA
5,2013,S,1,MESO,S1MESO,12-Jan-13,Acacia_drepanolobium,947,N,2.21,2.2,1.9,30,1
6,2014,S,1,MESO,S1MESO,31-Jan-14,Acacia_drepanolobium,947,N,2.51,2.9,2.2,30,1
7,2015,S,1,MESO,S1MESO,29-Sep-15,Acacia_drepanolobium,947,N,2.56,2.6,2.5,29.7,1
8,2016,S,1,MESO,S1MESO,10-Oct-16,Acacia_drepanolobium,947,N,2.95,2.7,3.2,22,1
9,2017,S,1,MESO,S1MESO,14-Aug-17,Acacia_drepanolobium,947,N,2.8,2,2,30,2
10,2019,S,1,MESO,S1MESO,14-Nov-19,Acacia_drepanolobium,947,N,2.8,2.2,2,30,2
10,2019,S,1,MESO,S1MESO,19-Nov-19,Acacia_drepanolobium,947,N,2.81,2,2,30,2
10,2019,S,1,MESO,S1MESO,14-Nov-19,Acacia_drepanolobium,948,N,2.2,2.2,2.7,38,1
6,2014,C,3,TOTAL,C3TOTAL,20-Mar-14,Acacia_etbaica,959,N,3.04,1.9,1.7,8,1
7,2015,C,3,TOTAL,C3TOTAL,30-Sep-15,Acacia_etbaica,959,N,3.7,1.9,1.2,7.5,1
6,2014,N,3,OPEN,N3OPEN,21-Feb-14,Acacia_brevispica,960,N,1.01,0.36,0.18,7,1
7,2015,N,3,OPEN,N3OPEN,5-Dec-15,Acacia_brevispica,960,N,0.9,0.3,0.2,7.4,1
1,2009,S,3,TOTAL,S3TOTAL,26-Jan-09,Acacia_etbaica,961,N,2.45,2.25,2.7,9.9,2
2,2010,S,3,TOTAL,S3TOTAL,5-Feb-10,Acacia_etbaica,961,N,2.3,2.3,2.2,9.3,2
3,2011,S,3,TOTAL,S3TOTAL,18-Feb-11,Acacia_etbaica,961,N,2.6,3.1,2.9,13,1
4,2012,S,3,TOTAL,S3TOTAL,22-Feb-12,Acacia_etbaica,961,N,3.1,3,3.2,NA,1
5,2013,S,3,TOTAL,S3TOTAL,24-Jan-13,Acacia_etbaica,961,N,3.63,3.3,3.1,NA,1
6,2014,S,3,TOTAL,S3TOTAL,18-Feb-14,Acacia_etbaica,961,N,3.17,3.1,2.8,NA,2
7,2015,S,3,TOTAL,S3TOTAL,13-Oct-15,Acacia_etbaica,961,N,3.6,4.6,4.2,NA,1
9,2017,S,3,TOTAL,S3TOTAL,14-Jul-17,Acacia_etbaica,961,N,3.91,3.6,3.4,NA,2
10,2019,S,3,TOTAL,S3TOTAL,8-Nov-19,Acacia_etbaica,961,N,3.97,3.8,3.5,NA,2
1,2009,S,3,TOTAL,S3TOTAL,26-Jan-09,Acacia_etbaica,962,N,3.8,3.2,3.4,29.7,1
2,2010,S,3,TOTAL,S3TOTAL,5-Feb-10,Acacia_etbaica,962,N,2.65,3.5,3,12.6,1
3,2011,S,3,TOTAL,S3TOTAL,18-Feb-11,Acacia_etbaica,962,N,4.1,4.1,3.7,30,1
4,2012,S,3,TOTAL,S3TOTAL,22-Feb-12,Acacia_etbaica,962,N,4.35,4.4,3.8,40,1
5,2013,S,3,TOTAL,S3TOTAL,24-Jan-13,Acacia_etbaica,962,N,4.72,3.36,3.5,38.5,1
6,2014,S,3,TOTAL,S3TOTAL,18-Feb-14,Acacia_etbaica,962,N,4.4,3.5,3.2,37,1
7,2015,S,3,TOTAL,S3TOTAL,13-Oct-15,Acacia_etbaica,962,N,4.3,3.7,3.7,37,1
9,2017,S,3,TOTAL,S3TOTAL,14-Jul-17,Acacia_etbaica,962,N,4.18,4.9,4.8,40,1
10,2019,S,3,TOTAL,S3TOTAL,8-Nov-19,Acacia_etbaica,962,N,4.25,5,4.9,42,1
1,2009,S,3,TOTAL,S3TOTAL,26-Jan-09,Acacia_etbaica,963,N,2.8,2.7,2.65,15.6,1
2,2010,S,3,TOTAL,S3TOTAL,5-Feb-10,Acacia_etbaica,963,N,2.9,3.1,3.5,24.5,1
3,2011,S,3,TOTAL,S3TOTAL,18-Feb-11,Acacia_etbaica,963,N,2.9,4.2,3.9,19,1
4,2012,S,3,TOTAL,S3TOTAL,22-Feb-12,Acacia_etbaica,963,N,2.3,4.8,3.4,30,1
5,2013,S,3,TOTAL,S3TOTAL,24-Jan-13,Acacia_etbaica,963,N,3.35,5,3.5,21.5,1
6,2014,S,3,TOTAL,S3TOTAL,18-Feb-14,Acacia_etbaica,963,N,3.35,5.1,4.3,23,1
7,2015,S,3,TOTAL,S3TOTAL,13-Oct-15,Acacia_etbaica,963,N,3.17,4.5,3.8,24,1
9,2017,S,3,TOTAL,S3TOTAL,14-Jul-17,Acacia_etbaica,963,N,2.83,3.9,3.7,24,1
10,2019,S,3,TOTAL,S3TOTAL,8-Nov-19,Acacia_etbaica,963,N,2.96,4,3.3,25,1
1,2009,S,3,TOTAL,S3TOTAL,26-Jan-09,Acacia_etbaica,964,N,2.45,3.4,3.1,16.7,2
2,2010,S,3,TOTAL,S3TOTAL,5-Feb-10,Acacia_etbaica,964,N,2.24,3.6,3.3,19.1,3
3,2011,S,3,TOTAL,S3TOTAL,18-Feb-11,Acacia_etbaica,964,N,3.1,4.3,3.6,22,1
4,2012,S,3,TOTAL,S3TOTAL,22-Feb-12,Acacia_etbaica,964,N,3.7,4.4,3.9,40,1
5,2013,S,3,TOTAL,S3TOTAL,24-Jan-13,Acacia_etbaica,964,N,3.97,4.5,3.8,28,1
6,2014,S,3,TOTAL,S3TOTAL,18-Feb-14,Acacia_etbaica,964,N,3.85,3.95,3.5,29,2
7,2015,S,3,TOTAL,S3TOTAL,13-Oct-15,Acacia_etbaica,964,N,3.8,4.2,3.8,29.2,1
9,2017,S,3,TOTAL,S3TOTAL,14-Jul-17,Acacia_etbaica,964,Y,NA,NA,NA,NA,NA
1,2009,S,3,TOTAL,S3TOTAL,26-Jan-09,Acacia_etbaica,965,N,2.6,2.7,2.5,16.8,1
2,2010,S,3,TOTAL,S3TOTAL,5-Feb-10,Acacia_etbaica,965,N,2.45,2.4,2.5,15.4,1
3,2011,S,3,TOTAL,S3TOTAL,18-Feb-11,Acacia_etbaica,965,N,2.8,3.3,2.9,19,1
4,2012,S,3,TOTAL,S3TOTAL,22-Feb-12,Acacia_etbaica,965,N,3.6,3.4,4.1,35,1
5,2013,S,3,TOTAL,S3TOTAL,24-Jan-13,Acacia_etbaica,965,N,3.32,3.5,3,26.5,1
6,2014,S,3,TOTAL,S3TOTAL,18-Feb-14,Acacia_etbaica,965,N,3.68,5.2,4.6,29,1
7,2015,S,3,TOTAL,S3TOTAL,13-Oct-15,Acacia_etbaica,965,N,3.52,5.3,4.3,30.5,1
9,2017,S,3,TOTAL,S3TOTAL,14-Jul-17,Acacia_etbaica,965,N,3.57,5,4.4,34,1
10,2019,S,3,TOTAL,S3TOTAL,8-Nov-19,Acacia_etbaica,965,N,3.62,5.2,4.5,34,1
1,2009,S,3,TOTAL,S3TOTAL,26-Jan-09,Acacia_etbaica,966,N,2.7,2.6,1.5,16,1
2,2010,S,3,TOTAL,S3TOTAL,5-Feb-10,Acacia_etbaica,966,N,2.7,2.2,2.1,14.5,1
3,2011,S,3,TOTAL,S3TOTAL,18-Feb-11,Acacia_etbaica,966,N,3.1,3.3,3,17,1
4,2012,S,3,TOTAL,S3TOTAL,22-Feb-12,Acacia_etbaica,966,N,3.35,3.5,2.8,25,1
5,2013,S,3,TOTAL,S3TOTAL,24-Jan-13,Acacia_etbaica,966,N,3.08,2.6,2.3,21.5,1
6,2014,S,3,TOTAL,S3TOTAL,18-Feb-14,Acacia_etbaica,966,N,2.94,3.1,2.5,21,1
7,2015,S,3,TOTAL,S3TOTAL,13-Oct-15,Acacia_etbaica,966,N,2.64,2.8,2.2,20,1
9,2017,S,3,TOTAL,S3TOTAL,14-Jul-17,Acacia_etbaica,966,Y,NA,NA,NA,NA,NA
1,2009,S,3,TOTAL,S3TOTAL,26-Jan-09,Acacia_etbaica,967,N,1.9,2.15,2.3,15,1
2,2010,S,3,TOTAL,S3TOTAL,5-Feb-10,Acacia_etbaica,967,N,1.8,2.4,3.1,15.2,1
3,2011,S,3,TOTAL,S3TOTAL,18-Feb-11,Acacia_etbaica,967,N,2.2,4.1,3.7,22,1
4,2012,S,3,TOTAL,S3TOTAL,22-Feb-12,Acacia_etbaica,967,N,2.5,2.9,3,30,1
5,2013,S,3,TOTAL,S3TOTAL,24-Jan-13,Acacia_etbaica,967,N,2.1,2.5,2.3,25,1
