date,year,s_man,c_man,n_man,s1_aut,s2_aut,s3_aut,c1_aut,c2_aut,c3_aut,n1_aut,n2_aut,n3_aut,s_avg,c_avg,n_avg
6-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
7-Dec-11,2011,NA,NA,134.4,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
8-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
9-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
10-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
11-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
12-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
13-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
14-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
15-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
16-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
17-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
18-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
19-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
20-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
21-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
22-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
23-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
24-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
25-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
26-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
27-Dec-11,2011,NA,NA,NA,0,NA,NA,0.25,0,NA,0.51,NA,0.76,0.00,0.13,0.64
28-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
29-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
30-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
31-Dec-11,2011,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
1-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
2-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
3-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
4-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
5-Jan-12,2012,19.2,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
6-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
7-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
8-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
9-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
10-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
11-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
12-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
13-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
14-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
15-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
16-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
17-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
18-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
19-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
20-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
21-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
22-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
23-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
24-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
25-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
26-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
27-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
28-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
29-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
30-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
31-Jan-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
1-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
2-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
3-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
4-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
5-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
6-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
7-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
8-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
9-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
10-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
11-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
12-Feb-12,2012,NA,NA,NA,11.43,NA,NA,0,0,NA,0,NA,0,11.43,0.00,0.00
13-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
14-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
15-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
16-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
17-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0.25,NA,0.25,0.00,0.00,0.25
18-Feb-12,2012,10,NA,NA,0,NA,NA,0.76,1.02,NA,0.51,NA,0.25,0.00,0.89,0.38
19-Feb-12,2012,NA,NA,NA,0,NA,NA,9.91,8.38,NA,3.3,NA,3.05,0.00,9.15,3.18
20-Feb-12,2012,NA,10.8,NA,0,NA,NA,0.25,0.25,NA,0.25,NA,0.25,0.00,0.25,0.25
21-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
22-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
23-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
24-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
25-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
26-Feb-12,2012,NA,NA,2.2,0.25,NA,NA,0.25,0.25,NA,0,NA,0.25,0.25,0.25,0.13
27-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
28-Feb-12,2012,NA,NA,NA,0.51,NA,NA,0.25,0,NA,0,NA,0,0.51,0.13,0.00
29-Feb-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
1-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
2-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
3-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
4-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
5-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
6-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
7-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
8-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
9-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
10-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
11-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
12-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
13-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
14-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
15-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
16-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
17-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
18-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
19-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
20-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
21-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
22-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
23-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
24-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
25-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
26-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
27-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
28-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
29-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
30-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
31-Mar-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
1-Apr-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
2-Apr-12,2012,NA,NA,NA,1.02,NA,NA,3.3,2.79,NA,3.81,NA,4.57,1.02,3.05,4.19
3-Apr-12,2012,NA,NA,3.6,1.52,NA,NA,0.25,0,NA,0.25,NA,0.25,1.52,0.13,0.25
4-Apr-12,2012,NA,3.6,NA,0,NA,NA,0,0,NA,0,NA,0,0.00,0.00,0.00
5-Apr-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,0,0,0.00,0.00,0.00
6-Apr-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,0,0,0.00,0.00,0.00
7-Apr-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,0,0,0.00,0.00,0.00
8-Apr-12,2012,NA,NA,NA,0,NA,NA,0,0,NA,0,0,0,0.00,0.00,0.00
9-Apr-12,2012,NA,NA,NA,9.14,NA,7.11,0.25,0.25,NA,0.25,0.25,0.25,8.13,0.25,0.25
10-Apr-12,2012,NA,NA,NA,0,NA,0.25,0,0,NA,0.25,0,0,0.13,0.00,0.08
11-Apr-12,2012,NA,NA,NA,0,NA,0,0,0,NA,0,0,0,0.00,0.00,0.00
12-Apr-12,2012,NA,NA,NA,0,NA,0,0,0,NA,0,0,0,0.00,0.00,0.00
13-Apr-12,2012,NA,NA,NA,1.78,NA,1.78,37.34,34.8,35.56,15.49,13.21,17.78,1.78,35.90,15.49
14-Apr-12,2012,NA,37.6,NA,1.27,NA,0.76,0.25,0,0,0.25,0,0,1.02,0.08,0.08
15-Apr-12,2012,NA,NA,NA,0,NA,0,0,0,0,0.25,0,0,0.00,0.00,0.08
16-Apr-12,2012,NA,NA,NA,0,NA,0,2.29,2.79,2.29,4.06,3.05,3.3,0.00,2.46,3.47
17-Apr-12,2012,NA,2.4,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
18-Apr-12,2012,NA,NA,NA,9.65,NA,5.08,12.95,12.45,11.18,0,0,0,7.37,12.19,0.00
19-Apr-12,2012,NA,NA,4.2,0.51,NA,0.25,0,0.25,0,0,0,0,0.38,0.08,0.00
20-Apr-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
21-Apr-12,2012,8.4,NA,NA,4.83,NA,4.32,7.62,8.64,7.37,2.29,1.02,1.27,4.58,7.88,1.53
22-Apr-12,2012,NA,NA,NA,0.25,NA,0,0.25,0.25,0,0,0.76,1.02,0.13,0.17,0.59
23-Apr-12,2012,5.4,NA,NA,2.79,NA,3.3,0.25,0,0,1.02,0.76,1.02,3.05,0.08,0.93
24-Apr-12,2012,NA,NA,NA,8.64,NA,8.13,1.52,1.52,1.02,2.79,1.78,3.3,8.39,1.35,2.62
25-Apr-12,2012,NA,23.4,NA,3.56,NA,3.3,3.05,3.3,2.79,5.08,4.83,5.08,3.43,3.05,5.00
26-Apr-12,2012,NA,NA,NA,9.4,NA,10.16,36.32,31.5,33.53,46.74,45.21,40.64,9.78,33.78,44.20
27-Apr-12,2012,NA,43.4,NA,20.07,NA,14.99,16,16.51,15.75,11.18,7.62,9.65,17.53,16.09,9.48
28-Apr-12,2012,NA,NA,NA,7.11,NA,4.57,1.52,5.33,1.27,12.45,11.18,13.46,5.84,2.71,12.36
29-Apr-12,2012,NA,NA,NA,1.02,NA,1.78,1.27,5.33,1.52,34.8,29.97,29.46,1.40,2.71,31.41
30-Apr-12,2012,50.8,NA,NA,9.65,NA,9.14,6.86,8.64,6.86,11.18,9.91,10.92,9.40,7.45,10.67
1-May-12,2012,NA,NA,NA,21.34,NA,19.56,4.32,4.32,3.56,4.06,3.56,3.81,20.45,4.07,3.81
2-May-12,2012,NA,NA,34.2,0.25,NA,0,0,0,0,0.25,0.25,0.25,0.13,0.00,0.25
3-May-12,2012,NA,NA,NA,4.06,NA,1.52,9.4,13.72,9.65,5.59,4.57,5.08,2.79,10.92,5.08
4-May-12,2012,24.8,NA,NA,28.96,NA,35.56,16.76,16.26,13.97,3.81,2.29,2.79,32.26,15.66,2.96
5-May-12,2012,26.6,NA,NA,0.76,NA,0.51,0.25,0,0.25,0.25,0.25,0.25,0.64,0.17,0.25
6-May-12,2012,NA,NA,NA,0.76,NA,0.51,13.72,14.99,11.18,11.18,15.75,12.19,0.64,13.30,13.04
7-May-12,2012,NA,65,NA,36.07,NA,19.81,27.18,26.16,27.94,3.05,0.76,1.27,27.94,27.09,1.69
8-May-12,2012,28.4,NA,NA,26.67,NA,21.59,2.79,1.78,0.51,2.03,2.03,1.02,24.13,1.69,1.69
9-May-12,2012,66,NA,NA,28.7,NA,29.97,19.81,21.08,21.84,3.56,27.18,27.43,29.34,20.91,19.39
10-May-12,2012,NA,NA,NA,0,NA,0.25,0,0.25,0,5.33,0,0,0.13,0.08,1.78
11-May-12,2012,29.9,NA,NA,29.21,NA,28.19,0,0,0,1.27,0,0,28.70,0.00,0.42
12-May-12,2012,NA,23.2,NA,1.78,NA,1.52,0,0,0,0.51,2.29,2.54,1.65,0.00,1.78
13-May-12,2012,30.1,5.8,NA,7.62,NA,6.35,5.08,6.6,5.33,0,6.1,6.6,6.99,5.67,4.23
14-May-12,2012,NA,NA,NA,0.76,NA,0,0.25,0.25,0.25,4.32,0.25,0.25,0.38,0.25,1.61
15-May-12,2012,NA,NA,NA,11.94,NA,10.41,2.79,2.79,2.29,24.64,25.65,26.92,11.18,2.62,25.74
16-May-12,2012,NA,NA,NA,2.54,NA,1.52,4.57,5.84,3.56,1.27,1.27,1.78,2.03,4.66,1.44
17-May-12,2012,19.4,NA,NA,1.27,NA,1.52,3.56,2.79,3.05,4.06,3.56,4.57,1.40,3.13,4.06
18-May-12,2012,NA,NA,4.6,0,NA,0.25,0.25,0,0,0.25,0,0,0.13,0.08,0.08
19-May-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
20-May-12,2012,NA,NA,NA,0.25,NA,0,0,0,0,0,0,0,0.13,0.00,0.00
21-May-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
22-May-12,2012,NA,NA,NA,0.51,NA,0.76,2.54,2.03,2.03,0.51,0.25,0.25,0.64,2.20,0.34
23-May-12,2012,NA,NA,NA,2.79,NA,2.03,30.48,28.45,30.73,0.76,0.51,0.25,2.41,29.89,0.51
24-May-12,2012,NA,NA,11.8,2.54,NA,2.54,16,17.53,13.97,8.38,7.11,6.86,2.54,15.83,7.45
25-May-12,2012,5.8,NA,NA,1.02,NA,1.02,5.59,6.86,6.35,2.29,2.79,2.29,1.02,6.27,2.46
26-May-12,2012,NA,NA,NA,3.81,NA,2.79,0.51,0.25,0.25,1.27,0.51,1.02,3.30,0.34,0.93
27-May-12,2012,NA,NA,NA,0,NA,0,1.02,0.25,0.76,0,0,0,0.00,0.68,0.00
28-May-12,2012,NA,58.4,NA,13.97,NA,10.92,17.27,16.51,16,3.3,3.05,2.79,12.45,16.59,3.05
29-May-12,2012,NA,NA,NA,0.51,NA,0,0.25,0.25,0.25,0.25,0.25,0,0.26,0.25,0.17
30-May-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
31-May-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
1-Jun-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
2-Jun-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
3-Jun-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
4-Jun-12,2012,NA,12.4,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
5-Jun-12,2012,NA,NA,14.2,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
6-Jun-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
7-Jun-12,2012,NA,NA,NA,1.52,NA,0.25,0,0,0,1.02,0.25,0.51,0.89,0.00,0.59
8-Jun-12,2012,NA,2,NA,8.64,NA,8.13,3.56,2.79,2.54,3.3,2.54,2.03,8.39,2.96,2.62
9-Jun-12,2012,27.2,NA,NA,0,NA,0,0,0.25,0.25,0,0,0,0.00,0.17,0.00
10-Jun-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
11-Jun-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
12-Jun-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
13-Jun-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
14-Jun-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
15-Jun-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
16-Jun-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
17-Jun-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
18-Jun-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
19-Jun-12,2012,NA,NA,NA,0.76,NA,0.25,0,0,0,0,0,0,0.51,0.00,0.00
20-Jun-12,2012,NA,NA,3.6,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
21-Jun-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
22-Jun-12,2012,NA,NA,NA,0.25,NA,0.51,0,0,0,0,0,0,0.38,0.00,0.00
23-Jun-12,2012,NA,NA,NA,6.1,NA,1.52,0,0,0,0.25,0.51,0.25,3.81,0.00,0.34
24-Jun-12,2012,NA,NA,NA,21.59,NA,22.1,0,0,0,0,0,0.25,21.85,0.00,0.08
25-Jun-12,2012,NA,NA,NA,0.25,NA,0.25,0,0,0,0.25,0.51,0,0.25,0.00,0.25
26-Jun-12,2012,25.4,NA,NA,1.02,NA,1.27,0.25,0.25,0,1.02,0.51,1.27,1.15,0.17,0.93
27-Jun-12,2012,NA,NA,NA,12.45,NA,7.37,15.75,18.03,14.73,0.25,0,0.25,9.91,16.17,0.17
28-Jun-12,2012,NA,NA,NA,1.02,NA,0,10.92,7.11,9.65,0,0,0,0.51,9.23,0.00
29-Jun-12,2012,NA,39.8,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
30-Jun-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
1-Jul-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
2-Jul-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
3-Jul-12,2012,NA,NA,NA,2.03,NA,4.32,0,0,0,0,0,0,3.18,0.00,0.00
4-Jul-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
5-Jul-12,2012,NA,NA,NA,5.59,NA,5.59,38.35,43.18,38.1,24.13,22.61,20.32,5.59,39.88,22.35
6-Jul-12,2012,NA,NA,25.4,7.37,NA,9.91,13.21,12.7,12.95,9.14,10.16,8.13,8.64,12.95,9.14
7-Jul-12,2012,NA,NA,9.9,0.25,NA,0.25,0.25,0.25,0.25,0.25,0,0,0.25,0.25,0.08
8-Jul-12,2012,NA,NA,NA,0,NA,0,18.54,22.1,15.24,10.67,8.89,15.49,0.00,18.63,11.68
9-Jul-12,2012,NA,NA,NA,0,NA,0,18.8,14.48,19.05,0,0,0,0.00,17.44,0.00
10-Jul-12,2012,NA,NA,NA,0,NA,0,0.25,0.25,0,0,0,0,0.00,0.17,0.00
11-Jul-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
12-Jul-12,2012,NA,91,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
13-Jul-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
14-Jul-12,2012,NA,NA,NA,2.79,NA,1.52,0,0,0,0,0,0,2.16,0.00,0.00
15-Jul-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
16-Jul-12,2012,26,NA,NA,3.81,NA,1.27,3.3,5.08,3.3,13.21,7.87,8.89,2.54,3.89,9.99
17-Jul-12,2012,NA,NA,NA,19.56,NA,18.54,1.78,2.54,1.52,39.88,44.96,39.37,19.05,1.95,41.40
18-Jul-12,2012,25.5,NA,NA,5.59,NA,5.59,3.05,3.81,3.05,11.18,10.67,9.14,5.59,3.30,10.33
19-Jul-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
20-Jul-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
21-Jul-12,2012,NA,NA,NA,0.25,NA,0,6.35,7.37,5.33,4.06,6.1,5.08,0.13,6.35,5.08
22-Jul-12,2012,NA,NA,NA,3.81,NA,2.54,53.09,49.02,51.05,7.11,8.38,5.08,3.18,51.05,6.86
23-Jul-12,2012,NA,NA,NA,5.59,NA,5.84,6.6,10.67,9.91,0.51,0.51,5.33,5.72,9.06,2.12
24-Jul-12,2012,NA,NA,6,5.33,NA,5.84,1.27,1.27,1.52,2.03,1.78,1.78,5.59,1.35,1.86
25-Jul-12,2012,20,NA,20,0,NA,1.52,3.81,3.05,3.3,8.38,9.14,9.14,0.76,3.39,8.89
26-Jul-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
27-Jul-12,2012,NA,NA,NA,0,NA,0,0.25,0.25,0,0,0,0,0.00,0.17,0.00
28-Jul-12,2012,NA,NA,NA,5.33,NA,NA,14.48,14.99,12.45,5.59,7.37,7.37,5.33,13.97,6.78
29-Jul-12,2012,NA,NA,NA,23.37,NA,NA,25.15,31.24,30.23,1.27,1.27,1.27,23.37,28.87,1.27
30-Jul-12,2012,NA,122.2,NA,0.25,NA,0,0.25,0,0.25,0,0,0,0.13,0.17,0.00
31-Jul-12,2012,NA,NA,15.8,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
1-Aug-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
2-Aug-12,2012,NA,NA,NA,0,NA,0,7.11,8.38,8.13,0,0,0,0.00,7.87,0.00
3-Aug-12,2012,NA,NA,NA,0,NA,0,0.25,0,0,0,0,0,0.00,0.08,0.00
4-Aug-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
5-Aug-12,2012,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
6-Aug-12,2012,NA,7.4,NA,0,NA,0,0,0,0,0,0,0,0.00,0.00,0.00
7-Aug-12,2012,NA,NA,NA,24.64,NA,16.51,1.02,0.25,0,1.27,1.52,1.52,20.58,0.42,1.44
