date,year,s_man,c_man,n_man,s1_aut,s2_aut,s3_aut,c1_aut,c2_aut,c3_aut,n1_aut,n2_aut,n3_aut,s_avg,c_avg,n_avg
8-Dec-14,2014,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
9-Dec-14,2014,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
10-Dec-14,2014,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
11-Dec-14,2014,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
12-Dec-14,2014,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
13-Dec-14,2014,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
14-Dec-14,2014,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
15-Dec-14,2014,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
16-Dec-14,2014,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
17-Dec-14,2014,17.4,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
18-Dec-14,2014,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
19-Dec-14,2014,NA,NA,NA,3.3,3.56,1.02,0,0,0,0,0,0,2.63,0.00,0.00
20-Dec-14,2014,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
21-Dec-14,2014,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
22-Dec-14,2014,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
23-Dec-14,2014,NA,NA,NA,5.33,6.1,6.35,16.76,15.24,15.24,0.51,0.25,1.02,5.93,15.75,0.59
24-Dec-14,2014,NA,NA,NA,5.59,4.57,2.79,0,0,0,0,0,0.25,4.32,0.00,0.08
25-Dec-14,2014,NA,NA,NA,0,0.25,0,0,0,0,0,0,0,0.08,0.00,0.00
26-Dec-14,2014,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
27-Dec-14,2014,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
28-Dec-14,2014,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
29-Dec-14,2014,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
30-Dec-14,2014,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
31-Dec-14,2014,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
1-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
2-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
3-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
4-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
5-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
6-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
7-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
8-Jan-15,2015,7.4,19.6,16.4,0,0.51,0.25,0.25,0,0,0,0,0,0.00,0.00,0.00
9-Jan-15,2015,NA,NA,NA,0,0,0,0,0.25,0,0,0,0,0.00,0.08,0.00
10-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
11-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
12-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
13-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
14-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
15-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
16-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
17-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
18-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
19-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
20-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0.25,0,0,0.00,0.00,0.08
21-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
22-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
23-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
24-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
25-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
26-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
27-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
28-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
29-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
30-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
31-Jan-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
1-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
2-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
3-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
4-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
5-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
6-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
7-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
8-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
9-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
10-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
11-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
12-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
13-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
14-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
15-Feb-15,2015,NA,NA,NA,0.25,0.25,0.25,0.51,0.51,0.51,0,0,0,0.25,0.51,0.00
16-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0.51,0.25,0.25,0.00,0.00,0.34
17-Feb-15,2015,NA,NA,NA,5.08,5.33,4.57,0.25,0.25,0.25,0.51,0.51,0.51,4.99,0.25,0.51
18-Feb-15,2015,NA,NA,NA,0.51,1.27,0.76,0.25,0.51,1.02,0.25,0,0.25,0.85,0.51,0.17
19-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
20-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
21-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
22-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
23-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
24-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
25-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
26-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
27-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
28-Feb-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
1-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
2-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
3-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
4-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
5-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
6-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
7-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
8-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
9-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
10-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
11-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
12-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
13-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
14-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
15-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
16-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
17-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
18-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
19-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
20-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
21-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
22-Mar-15,2015,NA,NA,NA,0.51,0.76,0.25,0,0,0,0,0,0,0.51,0.00,0.00
23-Mar-15,2015,NA,NA,NA,6.1,7.37,6.86,0,0,0,0,0,0,6.78,0.00,0.00
24-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
25-Mar-15,2015,NA,NA,NA,0,0.25,0.25,0,0,0,0,0,0,0.17,0.00,0.00
26-Mar-15,2015,NA,NA,NA,0,0.25,0,0,0,0,0.51,0.76,0.76,0.08,0.00,0.68
27-Mar-15,2015,NA,NA,NA,0.25,0,0,0,0,0,0,0,0,0.08,0.00,0.00
28-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
29-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
30-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
31-Mar-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
1-Apr-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
2-Apr-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
3-Apr-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
4-Apr-15,2015,NA,NA,NA,0,0,0,3.56,1.78,2.54,0.51,1.27,1.27,0.00,2.63,1.02
5-Apr-15,2015,NA,NA,NA,0,0,0,0.25,0,0.25,1.02,0,1.02,0.00,0.17,0.68
6-Apr-15,2015,NA,NA,NA,29.97,32,29.72,0,0,0,0,0,0,30.56,0.00,0.00
7-Apr-15,2015,NA,NA,NA,3.3,4.57,3.56,1.27,0.76,0.76,0,1.02,1.02,3.81,0.93,0.68
8-Apr-15,2015,NA,NA,NA,2.29,3.3,1.52,0,0,0.25,1.27,0.25,0.25,2.37,0.08,0.59
9-Apr-15,2015,NA,NA,NA,2.54,2.54,2.79,2.54,2.54,2.54,3.05,2.79,2.79,2.62,2.54,2.88
10-Apr-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
11-Apr-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
12-Apr-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
13-Apr-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
14-Apr-15,2015,NA,NA,NA,7.87,8.38,8.38,0,0,0,0.25,0,0,8.21,0.00,0.08
15-Apr-15,2015,NA,NA,NA,1.27,2.79,3.3,0,0,0,0,0,0,2.45,0.00,0.00
16-Apr-15,2015,NA,NA,NA,9.65,10.16,8.89,9.14,9.14,9.65,4.57,3.05,3.81,9.57,9.31,3.81
17-Apr-15,2015,NA,NA,NA,10.16,16.51,13.72,12.95,13.46,11.94,10.67,9.65,9.65,13.46,12.78,9.99
18-Apr-15,2015,NA,NA,NA,20.83,21.84,15.75,6.86,7.87,5.59,0,0.25,0,19.47,6.77,0.08
19-Apr-15,2015,NA,NA,NA,6.1,6.86,5.59,12.45,12.95,12.7,6.86,6.35,5.59,6.18,12.70,6.27
20-Apr-15,2015,NA,NA,NA,0.25,0.25,0,0,0.25,0,0.25,0.25,0,0.17,0.08,0.17
21-Apr-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
22-Apr-15,2015,NA,NA,NA,3.3,3.3,3.3,0.25,0.25,0.25,4.57,16,15.75,3.30,0.25,12.11
23-Apr-15,2015,NA,NA,NA,2.54,3.56,5.33,0,0,0,10.67,0,0,3.81,0.00,3.56
24-Apr-15,2015,NA,NA,NA,0.25,0,0,0,0,0,0,0,0,0.08,0.00,0.00
25-Apr-15,2015,NA,NA,NA,1.78,2.29,1.52,0,0,0,9.91,8.13,9.91,1.86,0.00,9.32
26-Apr-15,2015,NA,NA,NA,10.16,6.86,14.99,33.27,36.07,30.23,23.62,50.04,51.05,10.67,33.19,41.57
27-Apr-15,2015,NA,NA,NA,10.41,14.99,10.41,6.6,2.79,6.86,22.1,5.33,3.81,11.94,5.42,10.41
28-Apr-15,2015,NA,NA,NA,8.38,9.91,11.68,25.65,26.16,21.59,5.08,19.3,17.27,9.99,24.47,13.88
29-Apr-15,2015,NA,NA,NA,0.76,1.02,0.51,0,0,0,1.78,0,0.25,0.76,0.00,0.68
30-Apr-15,2015,NA,NA,NA,0.76,1.02,0.25,0.25,0.51,0.51,12.19,0.76,0,0.68,0.42,4.32
1-May-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
2-May-15,2015,NA,NA,NA,35.81,40.39,37.08,0,0,0,0,0,0,37.76,0.00,0.00
3-May-15,2015,NA,NA,NA,1.27,1.27,1.27,6.35,8.64,5.59,0,0,0,1.27,6.86,0.00
4-May-15,2015,NA,NA,NA,0.25,0,0.25,0,0,0,0,0,0,0.17,0.00,0.00
5-May-15,2015,NA,NA,NA,0.25,0,0.25,13.97,10.67,11.43,0.76,1.27,1.02,0.17,12.02,1.02
6-May-15,2015,NA,NA,NA,13.46,14.48,12.45,0.76,1.78,1.27,1.02,0.51,0.76,13.46,1.27,0.76
7-May-15,2015,NA,NA,NA,0.25,0.25,0,0.25,0.25,0,1.02,0.25,0.25,0.17,0.17,0.51
8-May-15,2015,NA,NA,NA,0,0,0.25,50.04,44.96,49.53,59.18,59.44,47.5,0.08,48.18,55.37
9-May-15,2015,NA,NA,NA,0,0,0.25,0.25,0.25,0.25,2.29,2.29,2.03,0.08,0.25,2.20
10-May-15,2015,NA,NA,NA,4.32,4.57,4.32,3.81,3.56,3.56,0,0,0,4.40,3.64,0.00
11-May-15,2015,NA,NA,NA,37.85,41.91,44.45,57.66,51.05,51.05,32.51,30.99,27.18,41.40,53.25,30.23
12-May-15,2015,NA,NA,NA,0,0.25,0,0,0,0,0.25,0.25,0.25,0.08,0.00,0.25
13-May-15,2015,NA,NA,NA,0.25,0,0,0,0,0,0.25,0,0,0.08,0.00,0.08
14-May-15,2015,NA,NA,NA,0.25,0,0,0.25,0,0.25,0.25,0,0,0.08,0.17,0.08
15-May-15,2015,NA,NA,NA,0.25,0,0,0,0,0,0,0,0,0.08,0.00,0.00
16-May-15,2015,NA,NA,NA,2.03,1.78,1.78,0,0,0,0,0,0,1.86,0.00,0.00
17-May-15,2015,NA,NA,NA,0.25,0.25,0.25,0,0,0,4.83,4.57,0.76,0.25,0.00,3.39
18-May-15,2015,NA,NA,NA,2.03,1.52,1.02,0,0,0,0.25,0.25,2.03,1.52,0.00,0.84
19-May-15,2015,NA,NA,NA,0.25,0.25,0.25,0.51,0.25,0.25,8.38,7.37,5.59,0.25,0.34,7.11
20-May-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0.25,0.51,0.00,0.00,0.25
21-May-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
22-May-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
23-May-15,2015,NA,NA,NA,0,0,0,2.03,0.76,3.05,0,0,0,0.00,1.95,0.00
24-May-15,2015,NA,NA,NA,0,0,0,0,0.25,0,0,0,0,0.00,0.08,0.00
25-May-15,2015,NA,NA,NA,0.25,0,0.25,0,0,0,0,0,0,0.17,0.00,0.00
26-May-15,2015,NA,NA,NA,0,0.25,0,0,0,0,0,0,0,0.08,0.00,0.00
27-May-15,2015,NA,NA,NA,1.27,1.27,1.02,3.05,3.05,3.05,0,0,0,1.19,3.05,0.00
28-May-15,2015,NA,NA,NA,0.51,0.51,2.29,0.25,0.25,0.25,0,0,0,1.10,0.25,0.00
29-May-15,2015,NA,NA,NA,7.11,6.1,4.83,0,0,0,0.51,0.25,0,6.01,0.00,0.25
30-May-15,2015,NA,NA,NA,0,0,0,1.52,1.78,1.52,19.56,19.05,7.11,0.00,1.61,15.24
31-May-15,2015,NA,NA,NA,33.27,33.27,30.99,0.76,1.78,0.76,0,0.25,1.52,32.51,1.10,0.59
1-Jun-15,2015,NA,NA,NA,9.14,11.43,14.22,19.05,23.11,20.32,39.12,32.26,0,11.60,20.83,23.79
2-Jun-15,2015,NA,NA,NA,0.25,0,0,0.25,0,0,0,0.25,0,0.08,0.08,0.08
3-Jun-15,2015,NA,NA,NA,0.76,0.76,0.76,0,0,0,0.51,0.25,0,0.76,0.00,0.25
4-Jun-15,2015,NA,NA,NA,0.25,0,0.25,0,0,0,0,0.25,0,0.17,0.00,0.08
5-Jun-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
6-Jun-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
7-Jun-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
8-Jun-15,2015,NA,NA,NA,0.25,0,0,0,0,0,0,0,0,0.08,0.00,0.00
9-Jun-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
10-Jun-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
11-Jun-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
12-Jun-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
13-Jun-15,2015,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
14-Jun-15,2015,NA,NA,NA,4.06,4.06,5.08,0,0,0,4.83,3.56,2.29,4.40,0.00,3.56
15-Jun-15,2015,NA,NA,NA,0.25,0.51,0.51,0,0,0,0.25,0.76,1.02,0.42,0.00,0.68
16-Jun-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
17-Jun-15,2015,NA,NA,NA,NA,0,0,0.51,0.51,0,0,0,0,0.00,0.34,0.00
18-Jun-15,2015,NA,NA,NA,NA,15.24,12.45,14.73,11.68,13.72,22.86,19.3,17.27,13.85,13.38,19.81
19-Jun-15,2015,NA,NA,NA,NA,0.25,0,0,0,0,0.25,0.25,0.25,0.13,0.00,0.25
20-Jun-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
21-Jun-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
22-Jun-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
23-Jun-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
24-Jun-15,2015,NA,NA,NA,NA,0,0,4.83,4.57,5.59,0.76,0.76,0.51,0.00,5.00,0.68
25-Jun-15,2015,NA,NA,NA,NA,0,0,0.25,0,0.25,0.25,0,0.25,0.00,0.17,0.17
26-Jun-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
27-Jun-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
28-Jun-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
29-Jun-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
30-Jun-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
1-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
2-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
3-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
4-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
5-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
6-Jul-15,2015,NA,NA,NA,NA,0,0,0.25,0,0.25,0,0,0,0.00,0.17,0.00
7-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
8-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
9-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
10-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
11-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
12-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
13-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
14-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
15-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
16-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
17-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
18-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
19-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
20-Jul-15,2015,NA,NA,NA,NA,0,0,8.64,5.33,4.32,0,0,0,0.00,6.10,0.00
21-Jul-15,2015,NA,NA,NA,NA,0,0,0.25,0.25,0,0,0,0,0.00,0.17,0.00
22-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
23-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0.51,0.51,0.76,0.00,0.00,0.59
24-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
25-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
26-Jul-15,2015,NA,NA,NA,NA,0.51,0.25,0.51,0.25,0,0,0,0,0.38,0.25,0.00
27-Jul-15,2015,NA,NA,NA,NA,7.11,5.59,0,0,0,0.51,0.25,0.25,6.35,0.00,0.34
28-Jul-15,2015,NA,NA,NA,NA,0.25,0.25,0,0,0,0,0.25,0.25,0.25,0.00,0.17
29-Jul-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
30-Jul-15,2015,NA,NA,NA,NA,1.02,0,0,0,0,0,0,0,0.51,0.00,0.00
31-Jul-15,2015,NA,NA,NA,NA,1.02,1.27,2.79,2.03,2.79,0.51,0.51,1.02,1.15,2.54,0.68
1-Aug-15,2015,NA,NA,NA,NA,12.95,16.76,6.86,4.83,5.08,0,0,0,14.86,5.59,0.00
2-Aug-15,2015,NA,NA,NA,NA,0,0,0.25,0.25,0,0.25,0,0.25,0.00,0.17,0.17
3-Aug-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
4-Aug-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
5-Aug-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
6-Aug-15,2015,NA,NA,NA,NA,0.76,0,0,0,0,1.02,1.02,1.02,0.38,0.00,1.02
7-Aug-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
8-Aug-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
9-Aug-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
10-Aug-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
11-Aug-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
12-Aug-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
13-Aug-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
14-Aug-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
15-Aug-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
16-Aug-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
17-Aug-15,2015,NA,NA,NA,NA,0,0,0.51,0,0,0,0,0,0.00,0.17,0.00
18-Aug-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
19-Aug-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
20-Aug-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
21-Aug-15,2015,NA,NA,NA,NA,0,0.76,0,0,0,0,0,0,0.38,0.00,0.00
22-Aug-15,2015,NA,NA,NA,NA,0,0.25,0,0,0,0,0,0,0.13,0.00,0.00
23-Aug-15,2015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.00,0.00,0.00
24-Aug-15,2015,NA,NA,NA,NA,5.08,0,0,0,0,0,0,0,2.54,0.00,0.00
