census,year,site,block,treatment,plot,species,<0.5m,0.5_1m,<1m,1_2m,2_3m,3_4m,>4m,total
6,2014,S,2,MESO,S2MESO,Grewia_kakothamnos,2,23,25,52,51,11,3,142
6,2014,S,2,MESO,S2MESO,Lycium_europaeum,0,0,0,3,1,0,0,4
6,2014,S,2,MESO,S2MESO,Maerua_angolensis,0,0,0,1,0,0,0,1
6,2014,S,2,MESO,S2MESO,Opuntia_ficus-indica,0,7,7,9,0,0,0,16
6,2014,S,2,MESO,S2MESO,Pyrostria_phyllanthoidea,0,0,0,0,1,1,1,3
6,2014,S,2,MESO,S2MESO,Rhus_natalensis,0,1,1,7,7,1,0,16
6,2014,S,2,MESO,S2MESO,Ziziphus_mucronata,0,0,0,0,0,2,0,2
6,2014,S,2,OPEN,S2OPEN,Acacia_brevispica,4,34,38,85,51,2,6,182
6,2014,S,2,OPEN,S2OPEN,Acacia_etbaica,0,37,37,44,84,47,41,253
6,2014,S,2,OPEN,S2OPEN,Acacia_mellifera,0,34,34,27,7,1,1,70
6,2014,S,2,OPEN,S2OPEN,Acacia_nilotica,0,6,6,9,1,1,0,17
6,2014,S,2,OPEN,S2OPEN,Acacia_seyal,0,0,0,0,1,0,0,1
6,2014,S,2,OPEN,S2OPEN,Balanites_rotundifolia,0,2,2,1,2,1,1,7
6,2014,S,2,OPEN,S2OPEN,Boscia_angustifolia,0,3,3,4,1,2,2,12
6,2014,S,2,OPEN,S2OPEN,Commiphora_spp,0,11,11,1,0,0,0,12
6,2014,S,2,OPEN,S2OPEN,Croton_dichogamus,47,100,147,120,50,4,1,322
6,2014,S,2,OPEN,S2OPEN,Euclea_divinorum,0,1,1,0,0,0,0,1
6,2014,S,2,OPEN,S2OPEN,Grewia_kakothamnos,0,32,32,59,10,0,0,101
6,2014,S,2,OPEN,S2OPEN,Lycium_europaeum,0,0,0,3,1,0,0,4
6,2014,S,2,OPEN,S2OPEN,Maerua_angolensis,1,2,3,1,1,0,0,5
6,2014,S,2,OPEN,S2OPEN,Opuntia_ficus-indica,14,6,20,6,0,0,0,26
6,2014,S,2,OPEN,S2OPEN,Pyrostria_phyllanthoidea,0,2,2,5,3,0,0,10
6,2014,S,2,OPEN,S2OPEN,Rhus_natalensis,0,6,6,4,0,0,0,10
6,2014,S,2,OPEN,S2OPEN,Teclea_nobilis,0,0,0,3,0,0,0,3
6,2014,S,2,TOTAL,S2TOTAL,Acacia_brevispica,2,0,2,1,3,0,1,7
6,2014,S,2,TOTAL,S2TOTAL,Acacia_drepanolobium,0,8,8,51,9,0,0,68
6,2014,S,2,TOTAL,S2TOTAL,Acacia_etbaica,1,16,17,62,53,14,9,155
6,2014,S,2,TOTAL,S2TOTAL,Acacia_gerrardii,0,0,0,0,1,0,0,1
6,2014,S,2,TOTAL,S2TOTAL,Acacia_mellifera,0,24,24,46,33,8,8,119
6,2014,S,2,TOTAL,S2TOTAL,Acacia_nilotica,0,1,1,13,13,4,0,31
6,2014,S,2,TOTAL,S2TOTAL,Acacia_seyal,0,1,1,1,0,0,1,3
6,2014,S,2,TOTAL,S2TOTAL,Balanites_rotundifolia,0,1,1,0,3,0,0,4
6,2014,S,2,TOTAL,S2TOTAL,Boscia_angustifolia,0,5,5,7,2,0,0,14
6,2014,S,2,TOTAL,S2TOTAL,Croton_dichogamus,0,0,0,1,0,0,0,1
6,2014,S,2,TOTAL,S2TOTAL,Euclea_divinorum,0,0,0,1,0,0,0,1
6,2014,S,2,TOTAL,S2TOTAL,Grewia_kakothamnos,0,9,9,44,9,2,0,64
6,2014,S,2,TOTAL,S2TOTAL,Lycium_europaeum,0,1,1,11,5,0,0,17
6,2014,S,2,TOTAL,S2TOTAL,Maerua_angolensis,0,1,1,1,4,0,0,6
6,2014,S,2,TOTAL,S2TOTAL,Opuntia_ficus-indica,0,4,4,7,1,0,0,12
6,2014,S,2,TOTAL,S2TOTAL,Pyrostria_phyllanthoidea,0,2,2,5,0,0,0,7
6,2014,S,2,TOTAL,S2TOTAL,Rhus_natalensis,0,0,0,5,2,0,0,7
6,2014,S,3,MEGA,S3MEGA,Acacia_brevispica,12,40,52,76,108,36,45,317
6,2014,S,3,MEGA,S3MEGA,Acacia_etbaica,0,34,34,53,64,35,37,223
6,2014,S,3,MEGA,S3MEGA,Acacia_gerrardii,0,0,0,1,1,2,1,5
6,2014,S,3,MEGA,S3MEGA,Acacia_mellifera,3,19,22,37,39,4,2,104
6,2014,S,3,MEGA,S3MEGA,Acacia_nilotica,0,6,6,1,1,0,1,9
6,2014,S,3,MEGA,S3MEGA,Balanites_rotundifolia,2,0,2,2,0,2,1,7
6,2014,S,3,MEGA,S3MEGA,Boscia_angustifolia,0,1,1,4,1,0,2,8
6,2014,S,3,MEGA,S3MEGA,Commiphora_spp,0,6,6,0,0,0,0,6
6,2014,S,3,MEGA,S3MEGA,Croton_dichogamus,24,28,52,37,20,0,0,109
6,2014,S,3,MEGA,S3MEGA,Euclea_divinorum,0,1,1,13,6,0,0,20
6,2014,S,3,MEGA,S3MEGA,Grewia_kakothamnos,0,18,18,57,35,2,1,113
6,2014,S,3,MEGA,S3MEGA,Maerua_angolensis,0,1,1,1,0,0,0,2
6,2014,S,3,MEGA,S3MEGA,Opuntia_ficus-indica,6,22,28,5,0,0,0,33
6,2014,S,3,MEGA,S3MEGA,Pyrostria_phyllanthoidea,0,1,1,0,0,0,0,1
6,2014,S,3,MEGA,S3MEGA,Rhus_natalensis,0,15,15,5,0,0,0,20
6,2014,S,3,MESO,S3MESO,Acacia_brevispica,130,43,173,66,151,76,48,514
6,2014,S,3,MESO,S3MESO,Acacia_etbaica,3,31,34,71,120,67,41,333
6,2014,S,3,MESO,S3MESO,Acacia_mellifera,2,4,6,6,40,7,6,65
6,2014,S,3,MESO,S3MESO,Acacia_nilotica,0,0,0,1,3,0,0,4
6,2014,S,3,MESO,S3MESO,Balanites_rotundifolia,1,0,1,2,2,2,4,11
6,2014,S,3,MESO,S3MESO,Boscia_angustifolia,1,0,1,3,2,2,2,10
6,2014,S,3,MESO,S3MESO,Commiphora_spp,0,2,2,0,0,0,0,2
6,2014,S,3,MESO,S3MESO,Croton_dichogamus,76,68,144,117,87,0,0,348
6,2014,S,3,MESO,S3MESO,Euclea_divinorum,0,1,1,1,3,0,0,5
6,2014,S,3,MESO,S3MESO,Grewia_kakothamnos,2,14,16,35,50,3,0,104
6,2014,S,3,MESO,S3MESO,Lycium_europaeum,0,1,1,1,1,0,0,3
6,2014,S,3,MESO,S3MESO,Maerua_angolensis,0,2,2,1,0,0,0,3
6,2014,S,3,MESO,S3MESO,Opuntia_ficus-indica,2,24,26,23,0,0,0,49
6,2014,S,3,MESO,S3MESO,Rhus_natalensis,0,1,1,8,3,0,0,12
6,2014,S,3,OPEN,S3OPEN,Acacia_brevispica,0,34,34,138,49,3,1,225
6,2014,S,3,OPEN,S3OPEN,Acacia_drepanolobium,0,1,1,0,0,0,0,1
6,2014,S,3,OPEN,S3OPEN,Acacia_etbaica,0,38,38,58,65,6,3,170
6,2014,S,3,OPEN,S3OPEN,Acacia_mellifera,1,30,31,29,8,0,0,68
6,2014,S,3,OPEN,S3OPEN,Acacia_nilotica,0,2,2,6,0,0,0,8
6,2014,S,3,OPEN,S3OPEN,Boscia_angustifolia,0,3,3,11,6,2,3,25
6,2014,S,3,OPEN,S3OPEN,Commiphora_spp,1,10,11,1,0,0,0,12
6,2014,S,3,OPEN,S3OPEN,Cordia_monoica,0,1,1,1,0,0,0,2
6,2014,S,3,OPEN,S3OPEN,Croton_dichogamus,18,67,85,59,12,0,0,156
6,2014,S,3,OPEN,S3OPEN,Euclea_divinorum,11,3,14,27,10,0,0,51
6,2014,S,3,OPEN,S3OPEN,Grewia_kakothamnos,0,36,36,97,6,0,0,139
6,2014,S,3,OPEN,S3OPEN,Maerua_angolensis,0,5,5,8,0,0,0,13
6,2014,S,3,OPEN,S3OPEN,Opuntia_ficus-indica,0,6,6,1,0,0,0,7
6,2014,S,3,OPEN,S3OPEN,Pyrostria_phyllanthoidea,0,11,11,10,4,0,0,25
6,2014,S,3,OPEN,S3OPEN,Rhus_natalensis,1,12,13,2,0,0,0,15
6,2014,S,3,OPEN,S3OPEN,Teclea_nobilis,0,0,0,1,0,0,0,1
6,2014,S,3,TOTAL,S3TOTAL,Acacia_brevispica,19,49,68,114,155,34,23,394
6,2014,S,3,TOTAL,S3TOTAL,Acacia_drepanolobium,0,14,14,35,2,0,0,51
6,2014,S,3,TOTAL,S3TOTAL,Acacia_etbaica,0,9,9,63,72,21,6,171
6,2014,S,3,TOTAL,S3TOTAL,Acacia_gerrardii,0,2,2,6,8,1,0,17
6,2014,S,3,TOTAL,S3TOTAL,Acacia_mellifera,6,76,82,90,57,13,4,246
6,2014,S,3,TOTAL,S3TOTAL,Acacia_nilotica,0,3,3,4,4,1,0,12
6,2014,S,3,TOTAL,S3TOTAL,Balanites_rotundifolia,3,3,6,8,16,5,0,35
6,2014,S,3,TOTAL,S3TOTAL,Boscia_angustifolia,0,4,4,3,3,1,0,11
6,2014,S,3,TOTAL,S3TOTAL,Commiphora_habessinica,0,1,1,0,0,0,0,1
6,2014,S,3,TOTAL,S3TOTAL,Commiphora_spp,0,5,5,10,0,0,0,15
6,2014,S,3,TOTAL,S3TOTAL,Cordia_monoica,0,0,0,0,2,0,0,2
6,2014,S,3,TOTAL,S3TOTAL,Croton_dichogamus,11,53,64,35,3,1,0,103
6,2014,S,3,TOTAL,S3TOTAL,Euclea_divinorum,27,6,33,8,3,0,0,44
6,2014,S,3,TOTAL,S3TOTAL,Grewia_kakothamnos,3,29,32,144,80,10,1,267
6,2014,S,3,TOTAL,S3TOTAL,Lycium_europaeum,0,0,0,1,1,0,0,2
6,2014,S,3,TOTAL,S3TOTAL,Maerua_angolensis,0,0,0,5,1,0,0,6
6,2014,S,3,TOTAL,S3TOTAL,Opuntia_ficus-indica,0,9,9,11,0,0,0,20
6,2014,S,3,TOTAL,S3TOTAL,Pyrostria_phyllanthoidea,0,7,7,8,3,0,0,18
6,2014,S,3,TOTAL,S3TOTAL,Rhus_natalensis,0,1,1,18,1,0,0,20
6,2014,S,3,TOTAL,S3TOTAL,Teclea_nobilis,0,0,0,1,0,0,0,1
6,2014,S,3,TOTAL,S3TOTAL,Ziziphus_mucronata,0,2,2,3,0,1,0,6
7,2016,C,1,MEGA,C1MEGA,Acacia_brevispica,0,0,0,5,12,3,1,21
7,2016,C,1,MEGA,C1MEGA,Acacia_etbaica,0,23,23,46,72,47,20,208
7,2016,C,1,MEGA,C1MEGA,Acacia_mellifera,0,8,8,5,6,2,1,22
7,2016,C,1,MEGA,C1MEGA,Acacia_tortilis,0,0,0,1,0,0,0,1
7,2016,C,1,MEGA,C1MEGA,Balanites_rotundifolia,0,0,0,0,0,0,1,1
7,2016,C,1,MEGA,C1MEGA,Boscia_angustifolia,0,0,0,1,1,0,0,2
7,2016,C,1,MEGA,C1MEGA,Commiphora_habessinica,0,5,5,1,1,0,0,7
7,2016,C,1,MEGA,C1MEGA,Croton_dichogamus,0,2,2,3,3,0,0,8
7,2016,C,1,MEGA,C1MEGA,Grewia_kakothamnos,0,2,2,4,2,0,0,8
7,2016,C,1,MEGA,C1MEGA,Maerua_tryphilla,0,1,1,0,0,0,0,1
7,2016,C,1,MEGA,C1MEGA,NONE,0,0,0,0,0,0,0,0
7,2016,C,1,MESO,C1MESO,Acacia_brevispica,0,28,28,24,31,32,53,168
7,2016,C,1,MESO,C1MESO,Acacia_etbaica,0,34,34,54,59,33,36,216
7,2016,C,1,MESO,C1MESO,Acacia_mellifera,0,6,6,5,11,5,2,29
7,2016,C,1,MESO,C1MESO,Acacia_tortilis,0,0,0,0,1,0,0,1
7,2016,C,1,MESO,C1MESO,Balanites_rotundifolia,0,0,0,0,0,0,3,3
7,2016,C,1,MESO,C1MESO,Boscia_angustifolia,0,0,0,1,0,1,2,4
7,2016,C,1,MESO,C1MESO,Commiphora_habessinica,0,0,0,1,0,0,0,1
7,2016,C,1,MESO,C1MESO,Croton_dichogamus,0,1,1,41,15,0,0,57
7,2016,C,1,MESO,C1MESO,Grewia_kakothamnos,0,0,0,13,11,7,0,31
7,2016,C,1,MESO,C1MESO,Lycium_europaeum,0,0,0,2,0,0,0,2
7,2016,C,1,OPEN,C1OPEN,Acacia_brevispica,0,33,33,51,7,1,0,92
7,2016,C,1,OPEN,C1OPEN,Acacia_etbaica,0,22,22,42,51,14,4,133
7,2016,C,1,OPEN,C1OPEN,Acacia_mellifera,0,35,35,19,13,5,0,72
7,2016,C,1,OPEN,C1OPEN,Acacia_tortilis,0,1,1,1,0,0,0,2
7,2016,C,1,OPEN,C1OPEN,Asparagus_falcatus,0,15,15,10,10,0,0,35
7,2016,C,1,OPEN,C1OPEN,Asparagus_racemosus,0,3,3,0,0,0,0,3
7,2016,C,1,OPEN,C1OPEN,Balanites_rotundifolia,0,2,2,0,1,1,0,4
7,2016,C,1,OPEN,C1OPEN,Boscia_angustifolia,0,5,5,2,2,3,0,12
7,2016,C,1,OPEN,C1OPEN,Commiphora_habessinica,0,1,1,0,0,0,0,1
7,2016,C,1,OPEN,C1OPEN,Croton_dichogamus,0,9,9,25,1,0,0,35
7,2016,C,1,OPEN,C1OPEN,Grewia_kakothamnos,0,5,5,4,2,2,0,13
7,2016,C,1,OPEN,C1OPEN,Hibiscus_sparseaculeatus,0,1,1,0,0,0,0,1
7,2016,C,1,OPEN,C1OPEN,Lycium_europaeum,0,1,1,1,0,0,0,2
7,2016,C,1,OPEN,C1OPEN,NONE,0,0,0,0,0,0,0,0
7,2016,C,1,TOTAL,C1TOTAL,Acacia_brevispica,0,9,9,48,108,34,23,222
7,2016,C,1,TOTAL,C1TOTAL,Acacia_etbaica,0,12,12,51,74,46,39,222
7,2016,C,1,TOTAL,C1TOTAL,Acacia_mellifera,0,8,8,37,55,22,13,135
7,2016,C,1,TOTAL,C1TOTAL,Acacia_nilotica,0,0,0,0,1,0,0,1
7,2016,C,1,TOTAL,C1TOTAL,Balanites_rotundifolia,0,0,0,1,1,0,0,2
7,2016,C,1,TOTAL,C1TOTAL,Boscia_angustifolia,0,0,0,4,1,0,0,5
7,2016,C,1,TOTAL,C1TOTAL,Commiphora_habessinica,0,0,0,11,0,0,0,11
7,2016,C,1,TOTAL,C1TOTAL,Croton_dichogamus,0,5,5,28,23,3,2,61
7,2016,C,1,TOTAL,C1TOTAL,Grewia_kakothamnos,0,12,12,56,29,5,1,103
7,2016,C,1,TOTAL,C1TOTAL,Lycium_europaeum,0,0,0,1,1,0,0,2
7,2016,C,1,TOTAL,C1TOTAL,Maerua_tryphilla,0,0,0,1,0,0,0,1
7,2016,C,2,MEGA,C2MEGA,Acacia_brevispica,0,14,14,12,13,3,4,46
7,2016,C,2,MEGA,C2MEGA,Acacia_etbaica,0,55,55,45,35,12,8,155
7,2016,C,2,MEGA,C2MEGA,Acacia_mellifera,0,2,2,1,3,1,2,9
7,2016,C,2,MEGA,C2MEGA,Boscia_angustifolia,0,1,1,0,0,0,2,3
7,2016,C,2,MEGA,C2MEGA,Commiphora_habessinica,0,11,11,4,1,0,0,16
7,2016,C,2,MEGA,C2MEGA,Cordia_monoica,0,1,1,0,0,0,0,1
7,2016,C,2,MEGA,C2MEGA,Croton_dichogamus,0,0,0,1,0,0,0,1
7,2016,C,2,MEGA,C2MEGA,Grewia_kakothamnos,0,5,5,11,2,1,0,19
7,2016,C,2,MEGA,C2MEGA,Lycium_europaeum,0,2,2,1,1,0,0,4
7,2016,C,2,MESO,C2MESO,Acacia_brevispica,0,15,15,32,27,11,6,91
7,2016,C,2,MESO,C2MESO,Acacia_etbaica,0,40,40,42,48,13,10,153
7,2016,C,2,MESO,C2MESO,Acacia_mellifera,0,4,4,7,2,3,5,21
7,2016,C,2,MESO,C2MESO,Acacia_tortilis,0,0,0,5,2,0,0,7
7,2016,C,2,MESO,C2MESO,Balanites_rotundifolia,0,1,1,0,2,0,1,4
7,2016,C,2,MESO,C2MESO,Boscia_angustifolia,0,1,1,0,0,0,0,1
7,2016,C,2,MESO,C2MESO,Commiphora_habessinica,0,3,3,1,0,0,0,4
7,2016,C,2,MESO,C2MESO,Cordia_monoica,0,1,1,0,0,0,0,1
7,2016,C,2,MESO,C2MESO,Croton_dichogamus,0,0,0,1,0,0,0,1
7,2016,C,2,MESO,C2MESO,Grewia_kakothamnos,0,1,1,7,0,0,0,8
7,2016,C,2,MESO,C2MESO,Lycium_europaeum,0,0,0,2,0,0,0,2
7,2016,C,2,OPEN,C2OPEN,Acacia_brevispica,NA,NA,15,14,2,0,0,31
7,2016,C,2,OPEN,C2OPEN,Acacia_etbaica,NA,NA,38,20,46,22,6,131
7,2016,C,2,OPEN,C2OPEN,Acacia_mellifera,NA,NA,8,5,12,1,4,30
7,2016,C,2,OPEN,C2OPEN,Acacia_tortilis,NA,NA,1,0,0,0,0,1
7,2016,C,2,OPEN,C2OPEN,Asparagus_falcatus,NA,NA,5,0,1,0,0,6
7,2016,C,2,OPEN,C2OPEN,Boscia_angustifolia,NA,NA,2,1,2,0,0,5
7,2016,C,2,OPEN,C2OPEN,Cadaba_farinosa,0,0,0,0,1,0,0,1
7,2016,C,2,OPEN,C2OPEN,Commiphora_habessinica,NA,NA,2,0,0,0,0,2
7,2016,C,2,OPEN,C2OPEN,Commiphora_schimperi,NA,NA,3,0,0,0,0,3
7,2016,C,2,OPEN,C2OPEN,Croton_dichogamus,NA,NA,4,4,0,0,0,8
7,2016,C,2,OPEN,C2OPEN,Euphorbia_bussei,NA,NA,1,0,0,0,0,1
7,2016,C,2,OPEN,C2OPEN,Grewia_kakothamnos,NA,NA,9,3,0,0,0,12
7,2016,C,2,OPEN,C2OPEN,Hibiscus_sparseaculeatus,0,0,0,1,0,0,0,1
7,2016,C,2,OPEN,C2OPEN,Lycium_europaeum,NA,NA,7,2,0,0,0,9
7,2016,C,2,OPEN,C2OPEN,Maerua_angolensis,NA,NA,1,0,0,0,0,1
7,2016,C,2,OPEN,C2OPEN,Opuntia_ficus-indica,NA,NA,5,0,0,0,0,5
7,2016,C,2,OPEN,C2OPEN,Pyrostria_phyllanthoidea,NA,NA,1,0,0,0,0,1
7,2016,C,2,OPEN,C2OPEN,Sansevieria_suffruticosus,NA,NA,30,0,0,0,0,30
7,2016,C,2,TOTAL,C2TOTAL,Acacia_brevispica,0,24,24,37,37,26,32,156
7,2016,C,2,TOTAL,C2TOTAL,Acacia_etbaica,0,48,48,82,60,31,18,239
7,2016,C,2,TOTAL,C2TOTAL,Acacia_mellifera,0,12,12,29,22,7,9,79
7,2016,C,2,TOTAL,C2TOTAL,Acacia_tortilis,0,0,0,1,0,0,0,1
7,2016,C,2,TOTAL,C2TOTAL,Balanites_rotundifolia,0,0,0,0,0,1,0,1
7,2016,C,2,TOTAL,C2TOTAL,Boscia_angustifolia,0,1,1,1,0,0,0,2
7,2016,C,2,TOTAL,C2TOTAL,Commiphora_habessinica,0,3,3,10,1,0,0,14
7,2016,C,2,TOTAL,C2TOTAL,Croton_dichogamus,0,1,1,60,13,1,0,75
7,2016,C,2,TOTAL,C2TOTAL,Grewia_kakothamnos,0,4,4,20,12,5,0,41
7,2016,C,2,TOTAL,C2TOTAL,Lycium_europaeum,0,1,1,0,1,0,0,2
7,2016,C,3,MEGA,C3MEGA,Acacia_brevispica,NA,NA,28,98,131,41,9,307
7,2016,C,3,MEGA,C3MEGA,Acacia_etbaica,NA,NA,38,55,33,15,12,153
7,2016,C,3,MEGA,C3MEGA,Acacia_mellifera,NA,NA,10,12,6,2,2,32
7,2016,C,3,MEGA,C3MEGA,Balanites_rotundifolia,0,0,0,1,1,0,0,2
7,2016,C,3,MEGA,C3MEGA,Boscia_angustifolia,0,0,0,2,1,1,2,6
7,2016,C,3,MEGA,C3MEGA,Commiphora_habessinica,NA,NA,2,4,0,0,0,6
7,2016,C,3,MEGA,C3MEGA,Croton_dichogamus,NA,NA,9,58,24,4,0,95
7,2016,C,3,MEGA,C3MEGA,Grewia_kakothamnos,NA,NA,7,50,25,3,0,85
7,2016,C,3,MEGA,C3MEGA,Lycium_europaeum,0,0,0,8,0,0,0,8
7,2016,C,3,MEGA,C3MEGA,Pyrostria_phyllanthoidea,0,0,0,0,0,2,0,2
7,2016,C,3,MEGA,C3MEGA,Teclea_nobilis,0,0,0,0,1,0,0,1
7,2016,C,3,MESO,C3MESO,Acacia_brevispica,NA,NA,7,21,41,10,4,83
7,2016,C,3,MESO,C3MESO,Acacia_etbaica,NA,NA,68,39,45,23,4,179
7,2016,C,3,MESO,C3MESO,Acacia_mellifera,NA,NA,114,11,5,2,5,137
7,2016,C,3,MESO,C3MESO,Acacia_tortilis,0,0,0,0,0,0,1,1
7,2016,C,3,MESO,C3MESO,Asparagus_falcatus,NA,NA,11,5,2,1,0,19
7,2016,C,3,MESO,C3MESO,Balanites_rotundifolia,NA,NA,1,0,0,0,0,1
7,2016,C,3,MESO,C3MESO,Boscia_angustifolia,0,0,0,2,0,2,0,4
7,2016,C,3,MESO,C3MESO,Commiphora_habessinica,NA,NA,6,1,0,0,0,7
7,2016,C,3,MESO,C3MESO,Commiphora_schimperi,NA,NA,2,0,0,0,0,2
7,2016,C,3,MESO,C3MESO,Croton_dichogamus,NA,NA,34,16,15,0,0,65
7,2016,C,3,MESO,C3MESO,Grewia_kakothamnos,NA,NA,8,8,1,0,1,18
7,2016,C,3,MESO,C3MESO,Hibiscus_sparseaculeatus,NA,NA,2,1,0,0,0,3
7,2016,C,3,MESO,C3MESO,Lycium_europaeum,0,0,0,0,1,0,0,1
7,2016,C,3,OPEN,C3OPEN,Acacia_brevispica,0,19,19,136,22,0,0,176
7,2016,C,3,OPEN,C3OPEN,Acacia_etbaica,0,24,24,44,28,8,3,107
7,2016,C,3,OPEN,C3OPEN,Acacia_mellifera,0,14,14,12,10,0,1,37
7,2016,C,3,OPEN,C3OPEN,Acacia_tortilis,0,2,2,0,0,0,0,2
7,2016,C,3,OPEN,C3OPEN,Balanites_rotundifolia,0,1,1,0,4,0,1,6
7,2016,C,3,OPEN,C3OPEN,Boscia_angustifolia,0,0,0,3,3,0,5,11
7,2016,C,3,OPEN,C3OPEN,Commiphora_habessinica,0,2,2,0,0,0,0,2
7,2016,C,3,OPEN,C3OPEN,Croton_dichogamus,0,26,26,125,27,0,0,178
7,2016,C,3,OPEN,C3OPEN,Grewia_kakothamnos,0,0,0,10,0,0,0,10
7,2016,C,3,OPEN,C3OPEN,Pyrostria_phyllanthoidea,0,0,0,1,2,0,0,3
7,2016,C,3,TOTAL,C3TOTAL,Acacia_brevispica,0,33,33,40,60,23,24,180
7,2016,C,3,TOTAL,C3TOTAL,Acacia_etbaica,0,37,37,67,24,18,35,181
7,2016,C,3,TOTAL,C3TOTAL,Acacia_mellifera,0,37,37,23,13,5,1,79
7,2016,C,3,TOTAL,C3TOTAL,Balanites_rotundifolia,0,5,5,3,1,0,3,12
7,2016,C,3,TOTAL,C3TOTAL,Boscia_angustifolia,0,1,1,4,1,0,1,7
7,2016,C,3,TOTAL,C3TOTAL,Commiphora_habessinica,0,1,1,1,0,0,0,2
7,2016,C,3,TOTAL,C3TOTAL,Croton_dichogamus,0,12,12,89,36,12,3,152
7,2016,C,3,TOTAL,C3TOTAL,Grewia_kakothamnos,0,1,1,17,15,12,3,48
7,2016,C,3,TOTAL,C3TOTAL,Maerua_tryphilla,0,0,0,1,1,0,0,2
7,2016,C,3,TOTAL,C3TOTAL,Pyrostria_phyllanthoidea,0,0,0,1,2,0,0,3
7,2016,N,1,MEGA,N1MEGA,Acacia_brevispica,0,6,6,34,18,3,6,67
7,2016,N,1,MEGA,N1MEGA,Acacia_etbaica,0,4,4,3,9,14,1,31
7,2016,N,1,MEGA,N1MEGA,Acacia_mellifera,0,64,64,9,27,18,12,130
7,2016,N,1,MEGA,N1MEGA,Acacia_tortilis,0,1,1,2,0,1,0,4
7,2016,N,1,MEGA,N1MEGA,Balanites_rotundifolia,0,0,0,0,1,0,0,1
7,2016,N,1,MEGA,N1MEGA,Boscia_angustifolia,0,0,0,1,1,0,0,2
7,2016,N,1,MEGA,N1MEGA,Commiphora_habessinica,0,0,0,1,0,0,0,1
7,2016,N,1,MEGA,N1MEGA,Croton_dichogamus,0,0,0,21,7,0,0,28
7,2016,N,1,MEGA,N1MEGA,Euphorbia_bussei,0,4,4,26,3,0,0,33
7,2016,N,1,MEGA,N1MEGA,Euphorbia_heterospina,0,1,1,2,0,0,0,3
7,2016,N,1,MEGA,N1MEGA,Grewia_kakothamnos,0,3,3,10,1,0,0,14
7,2016,N,1,MEGA,N1MEGA,Lycium_europaeum,0,1,1,0,0,0,0,1
7,2016,N,1,MEGA,N1MEGA,Pyrostria_phyllanthoidea,0,1,1,2,0,0,0,3
7,2016,N,1,MEGA,N1MEGA,Teclea_nobilis,0,1,1,17,1,0,0,19
7,2016,N,1,MESO,N1MESO,Acacia_brevispica,0,1,1,60,99,34,23,217
7,2016,N,1,MESO,N1MESO,Acacia_etbaica,0,0,0,3,0,1,4,8
7,2016,N,1,MESO,N1MESO,Acacia_mellifera,0,6,6,14,7,5,6,38
7,2016,N,1,MESO,N1MESO,Acacia_nilotica,0,0,0,1,0,0,0,1
7,2016,N,1,MESO,N1MESO,Acacia_tortilis,0,0,0,2,2,1,3,8
7,2016,N,1,MESO,N1MESO,Boscia_angustifolia,0,0,0,1,0,0,0,1
7,2016,N,1,MESO,N1MESO,Commiphora_habessinica,0,1,1,6,2,0,0,9
7,2016,N,1,MESO,N1MESO,Croton_dichogamus,0,22,22,12,21,0,0,55
7,2016,N,1,MESO,N1MESO,Euphorbia_bussei,0,1,1,29,12,0,0,42
7,2016,N,1,MESO,N1MESO,Euphorbia_heterospina,0,2,2,12,14,0,0,28
7,2016,N,1,MESO,N1MESO,Grewia_kakothamnos,0,2,2,12,27,1,0,42
7,2016,N,1,MESO,N1MESO,Maerua_tryphilla,0,0,0,2,2,0,0,4
7,2016,N,1,MESO,N1MESO,Pyrostria_phyllanthoidea,0,0,0,3,4,0,0,7
7,2016,N,1,MESO,N1MESO,Teclea_nobilis,0,1,1,13,13,0,0,27
7,2016,N,1,OPEN,N1OPEN,Acacia_brevispica,0,7,7,57,3,1,0,68
7,2016,N,1,OPEN,N1OPEN,Acacia_etbaica,0,0,0,1,10,4,0,15
7,2016,N,1,OPEN,N1OPEN,Acacia_mellifera,0,46,46,10,11,3,2,72
7,2016,N,1,OPEN,N1OPEN,Acacia_tortilis,0,2,2,9,5,1,0,17
7,2016,N,1,OPEN,N1OPEN,Boscia_angustifolia,0,1,1,2,0,0,0,3
7,2016,N,1,OPEN,N1OPEN,Commiphora_habessinica,0,0,0,1,1,0,0,2
7,2016,N,1,OPEN,N1OPEN,Croton_dichogamus,0,0,0,3,0,0,0,3
7,2016,N,1,OPEN,N1OPEN,Euphorbia_bussei,0,2,2,18,1,0,0,21
7,2016,N,1,OPEN,N1OPEN,Euphorbia_heterospina,0,6,6,18,4,0,0,28
7,2016,N,1,OPEN,N1OPEN,Grewia_kakothamnos,0,3,3,3,0,0,0,6
7,2016,N,1,OPEN,N1OPEN,Lycium_europaeum,0,1,1,1,0,0,0,2
7,2016,N,1,OPEN,N1OPEN,Maerua_tryphilla,0,0,0,1,0,0,0,1
7,2016,N,1,OPEN,N1OPEN,NONE,0,0,0,0,0,0,0,0
7,2016,N,1,OPEN,N1OPEN,Opuntia_ficus-indica,0,0,0,1,0,0,0,1
7,2016,N,1,OPEN,N1OPEN,Pyrostria_phyllanthoidea,0,0,0,1,0,0,0,1
7,2016,N,1,OPEN,N1OPEN,Teclea_nobilis,0,2,2,9,0,0,0,11
7,2016,N,1,TOTAL,N1TOTAL,Acacia_brevispica,NA,NA,712,18,48,57,69,904
