census,year,site,block,treatment,plot,species,<0.5m,0.5_1m,<1m,1_2m,2_3m,3_4m,>4m,total
9,2018,N,3,TOTAL,N3TOTAL,Pyrostria_phyllanthoidea,0,0,0,0,5,0,0,5
9,2018,N,3,TOTAL,N3TOTAL,Teclea_nobilis,0,0,0,4,3,0,0,7
9,2018,S,1,MEGA,S1MEGA,Acacia_brevispica,0,134,134,26,9,11,46,226
9,2018,S,1,MEGA,S1MEGA,Acacia_etbaica,0,20,20,29,95,79,177,400
9,2018,S,1,MEGA,S1MEGA,Acacia_mellifera,0,24,24,17,15,7,39,99
9,2018,S,1,MEGA,S1MEGA,Acacia_nilotica,0,1,1,1,0,0,2,4
9,2018,S,1,MEGA,S1MEGA,Asparagus_falcatus,0,2,2,0,0,0,1,3
9,2018,S,1,MEGA,S1MEGA,Asparagus_racemosus,0,1,1,0,2,1,0,4
9,2018,S,1,MEGA,S1MEGA,Balanites_rotundifolia,0,6,6,2,2,1,7,18
9,2018,S,1,MEGA,S1MEGA,Boscia_angustifolia,0,3,3,2,0,1,1,7
9,2018,S,1,MEGA,S1MEGA,Canthium_pseudosetiflorum,0,1,1,0,0,0,0,1
9,2018,S,1,MEGA,S1MEGA,Cordia_monoica,0,0,0,0,1,0,0,1
9,2018,S,1,MEGA,S1MEGA,Croton_dichogamus,0,1,1,12,1,0,0,13
9,2018,S,1,MEGA,S1MEGA,Euclea_divinorum,0,0,0,1,0,1,1,3
9,2018,S,1,MEGA,S1MEGA,Grewia_bicolor,0,0,0,1,0,0,0,1
9,2018,S,1,MEGA,S1MEGA,Grewia_kakothamnos,0,37,37,50,31,17,28,163
9,2018,S,1,MEGA,S1MEGA,Lycium_europaeum,0,2,2,5,1,0,1,9
9,2018,S,1,MEGA,S1MEGA,Opuntia_ficus-indica,0,21,21,2,0,0,0,23
9,2018,S,1,MEGA,S1MEGA,Psydrax_schimperiana,0,2,2,0,0,0,0,2
9,2018,S,1,MEGA,S1MEGA,Rhus_natalensis,0,7,7,5,3,0,0,15
9,2018,S,1,MESO,S1MESO,Acacia_brevispica,0,5,5,8,2,0,12,27
9,2018,S,1,MESO,S1MESO,Acacia_drepanolobium,0,5,5,6,8,3,0,22
9,2018,S,1,MESO,S1MESO,Acacia_etbaica,0,22,22,54,66,51,181,374
9,2018,S,1,MESO,S1MESO,Acacia_etbaica_hybrid,0,0,0,1,0,0,0,1
9,2018,S,1,MESO,S1MESO,Acacia_mellifera,0,17,17,43,31,14,19,124
9,2018,S,1,MESO,S1MESO,Acacia_nilotica,0,0,0,5,3,4,3,14
9,2018,S,1,MESO,S1MESO,Asparagus_racemosus,0,0,0,1,1,1,0,3
9,2018,S,1,MESO,S1MESO,Balanites_rotundifolia,0,1,1,6,3,7,10,27
9,2018,S,1,MESO,S1MESO,Boscia_angustifolia,0,3,3,16,1,0,0,20
9,2018,S,1,MESO,S1MESO,Canthium_pseudosetiflorum,0,2,2,0,0,0,0,2
9,2018,S,1,MESO,S1MESO,Commiphora_habessinica,0,0,0,1,0,0,0,1
9,2018,S,1,MESO,S1MESO,Croton_dichogamus,0,1,1,6,1,0,0,8
9,2018,S,1,MESO,S1MESO,Euclea_divinorum,0,3,3,1,1,2,1,8
9,2018,S,1,MESO,S1MESO,Grewia_kakothamnos,0,6,6,34,62,26,51,179
9,2018,S,1,MESO,S1MESO,Lycium_europaeum,0,0,0,4,7,5,10,26
9,2018,S,1,MESO,S1MESO,Maerua_angolensis,0,0,0,5,1,0,0,6
9,2018,S,1,MESO,S1MESO,Opuntia_ficus-indica,0,28,28,16,0,0,0,44
9,2018,S,1,MESO,S1MESO,Pyrostria_phyllanthoidea,0,0,0,3,3,0,0,6
9,2018,S,1,MESO,S1MESO,Rhus_natalensis,0,2,2,4,5,3,2,16
9,2018,S,1,MESO,S1MESO,Ziziphus_mucronata,0,0,0,0,1,0,1,2
9,2018,S,1,OPEN,S1OPEN,Acacia_brevispica,NA,NA,25,155,15,1,0,196
9,2018,S,1,OPEN,S1OPEN,Acacia_etbaica,NA,NA,17,29,146,59,3,252
9,2018,S,1,OPEN,S1OPEN,Acacia_mellifera,NA,NA,1,4,0,0,0,5
9,2018,S,1,OPEN,S1OPEN,Acacia_nilotica,NA,NA,1,0,0,0,0,1
9,2018,S,1,OPEN,S1OPEN,Boscia_angustifolia,NA,NA,1,3,2,1,2,9
9,2018,S,1,OPEN,S1OPEN,Commiphora_habessinica,0,0,0,1,0,0,0,1
9,2018,S,1,OPEN,S1OPEN,Cordia_monoica,0,0,0,0,1,0,0,1
9,2018,S,1,OPEN,S1OPEN,Croton_dichogamus,NA,NA,35,128,20,1,0,184
9,2018,S,1,OPEN,S1OPEN,Euclea_divinorum,NA,NA,1,0,0,0,0,1
9,2018,S,1,OPEN,S1OPEN,Grewia_kakothamnos,NA,NA,14,25,0,0,0,39
9,2018,S,1,OPEN,S1OPEN,Lycium_europaeum,NA,NA,1,0,0,0,0,1
9,2018,S,1,OPEN,S1OPEN,Maerua_angolensis,0,0,0,1,0,0,0,1
9,2018,S,1,OPEN,S1OPEN,Opuntia_ficus-indica,NA,NA,1,1,0,0,0,2
9,2018,S,1,OPEN,S1OPEN,Pyrostria_phyllanthoidea,0,0,0,2,1,0,0,3
9,2018,S,1,TOTAL,S1TOTAL,Acacia_brevispica,NA,NA,19,2,7,3,13,44
9,2018,S,1,TOTAL,S1TOTAL,Acacia_etbaica,NA,NA,18,36,34,41,105,234
9,2018,S,1,TOTAL,S1TOTAL,Acacia_etbaica_hybrid,NA,NA,1,1,1,0,0,3
9,2018,S,1,TOTAL,S1TOTAL,Acacia_mellifera,NA,NA,53,64,32,12,12,173
9,2018,S,1,TOTAL,S1TOTAL,Acacia_nilotica,NA,NA,1,2,3,6,10,22
9,2018,S,1,TOTAL,S1TOTAL,Balanites_rotundifolia,NA,NA,1,2,2,2,3,10
9,2018,S,1,TOTAL,S1TOTAL,Boscia_angustifolia,NA,NA,3,9,2,0,2,16
9,2018,S,1,TOTAL,S1TOTAL,Croton_dichogamus,NA,NA,4,21,12,1,0,38
9,2018,S,1,TOTAL,S1TOTAL,Euclea_divinorum,NA,NA,1,0,0,1,0,2
9,2018,S,1,TOTAL,S1TOTAL,Grewia_kakothamnos,NA,NA,4,14,21,9,14,62
9,2018,S,1,TOTAL,S1TOTAL,Lycium_europaeum,0,0,0,2,1,2,3,8
9,2018,S,1,TOTAL,S1TOTAL,Maerua_angolensis,NA,NA,1,1,6,0,2,10
9,2018,S,1,TOTAL,S1TOTAL,Opuntia_ficus-indica,NA,NA,22,1,0,0,0,23
9,2018,S,1,TOTAL,S1TOTAL,Phyllanthus_sepialis,0,0,0,1,0,0,0,1
9,2018,S,1,TOTAL,S1TOTAL,Pyrostria_phyllanthoidea,0,0,0,1,0,0,0,1
9,2018,S,1,TOTAL,S1TOTAL,Rhus_natalensis,0,0,0,0,1,1,0,2
9,2018,S,2,MEGA,S2MEGA,Acacia_brevispica,NA,NA,35,15,5,1,4,60
9,2018,S,2,MEGA,S2MEGA,Acacia_drepanolobium,NA,NA,16,11,1,0,0,28
9,2018,S,2,MEGA,S2MEGA,Acacia_etbaica,NA,NA,100,95,170,140,84,583
9,2018,S,2,MEGA,S2MEGA,Acacia_etbaica_hybrid,0,0,0,1,2,1,2,6
9,2018,S,2,MEGA,S2MEGA,Acacia_gerrardii,0,0,0,1,0,0,0,1
9,2018,S,2,MEGA,S2MEGA,Acacia_mellifera,NA,NA,33,9,4,2,8,56
9,2018,S,2,MEGA,S2MEGA,Acacia_nilotica,NA,NA,2,3,2,5,2,14
9,2018,S,2,MEGA,S2MEGA,Asparagus_falcatus,NA,NA,1,0,0,1,0,2
9,2018,S,2,MEGA,S2MEGA,Balanites_rotundifolia,NA,NA,21,4,0,0,3,28
9,2018,S,2,MEGA,S2MEGA,Boscia_angustifolia,NA,NA,12,2,1,0,1,16
9,2018,S,2,MEGA,S2MEGA,Canthium_pseudosetiflorum,NA,NA,4,0,0,0,0,4
9,2018,S,2,MEGA,S2MEGA,Cordia_monoica,0,0,0,2,0,0,0,2
9,2018,S,2,MEGA,S2MEGA,Croton_dichogamus,NA,NA,1,6,3,0,0,10
9,2018,S,2,MEGA,S2MEGA,Euclea_divinorum,NA,NA,2,0,0,0,0,2
9,2018,S,2,MEGA,S2MEGA,Grewia_kakothamnos,NA,NA,64,20,6,1,4,94
9,2018,S,2,MEGA,S2MEGA,Lycium_europaeum,NA,NA,7,10,2,0,1,20
9,2018,S,2,MEGA,S2MEGA,Maerua_angolensis,NA,NA,4,3,0,1,4,12
9,2018,S,2,MEGA,S2MEGA,Opuntia_ficus-indica,NA,NA,41,10,0,0,0,51
9,2018,S,2,MEGA,S2MEGA,Pavetta_gardeniifolia,NA,NA,1,0,0,0,0,1
9,2018,S,2,MEGA,S2MEGA,Pyrostria_phyllanthoidea,NA,NA,4,1,0,0,0,5
9,2018,S,2,MEGA,S2MEGA,Rhus_natalensis,NA,NA,4,1,0,0,0,5
9,2018,S,2,MESO,S2MESO,Acacia_brevispica,NA,NA,5,8,2,0,12,27
9,2018,S,2,MESO,S2MESO,Acacia_drepanolobium,NA,NA,5,6,8,3,0,22
9,2018,S,2,MESO,S2MESO,Acacia_etbaica,NA,NA,22,55,61,43,171,352
9,2018,S,2,MESO,S2MESO,Acacia_etbaica_hybrid,0,0,0,1,0,0,0,1
9,2018,S,2,MESO,S2MESO,Acacia_mellifera,NA,NA,17,43,31,14,19,124
9,2018,S,2,MESO,S2MESO,Acacia_nilotica,0,0,0,5,3,4,3,14
9,2018,S,2,MESO,S2MESO,Asparagus_falcatus,0,0,0,1,1,0,0,2
9,2018,S,2,MESO,S2MESO,Asparagus_racemosus,0,0,0,0,0,1,0,1
9,2018,S,2,MESO,S2MESO,Balanites_rotundifolia,NA,NA,1,6,3,7,10,27
9,2018,S,2,MESO,S2MESO,Boscia_angustifolia,NA,NA,3,16,1,0,0,20
9,2018,S,2,MESO,S2MESO,Canthium_pseudosetiflorum,NA,NA,2,0,0,0,0,2
9,2018,S,2,MESO,S2MESO,Commiphora_habessinica,0,0,0,1,0,0,0,1
9,2018,S,2,MESO,S2MESO,Croton_dichogamus,NA,NA,1,4,2,0,0,7
9,2018,S,2,MESO,S2MESO,Euclea_divinorum,NA,NA,3,1,1,2,1,8
9,2018,S,2,MESO,S2MESO,Grewia_kakothamnos,NA,NA,6,34,62,26,51,179
9,2018,S,2,MESO,S2MESO,Lycium_europaeum,0,0,0,4,7,5,10,26
9,2018,S,2,MESO,S2MESO,Maerua_angolensis,0,0,0,5,1,0,0,6
9,2018,S,2,MESO,S2MESO,Opuntia_ficus-indica,NA,NA,28,16,0,0,0,44
9,2018,S,2,MESO,S2MESO,Pyrostria_phyllanthoidea,0,0,0,3,3,0,0,6
9,2018,S,2,MESO,S2MESO,Rhus_natalensis,NA,NA,2,4,5,3,2,16
9,2018,S,2,MESO,S2MESO,Ziziphus_mucronata,0,0,0,0,1,0,1,2
9,2018,S,2,OPEN,S2OPEN,Acacia_brevispica,0,95,95,100,15,1,1,212
9,2018,S,2,OPEN,S2OPEN,Acacia_etbaica,0,26,26,47,72,52,46,243
9,2018,S,2,OPEN,S2OPEN,Acacia_etbaica_hybrid,0,0,0,0,1,0,0,1
9,2018,S,2,OPEN,S2OPEN,Acacia_mellifera,0,48,48,21,2,1,0,72
9,2018,S,2,OPEN,S2OPEN,Acacia_nilotica,0,9,9,5,0,0,0,14
9,2018,S,2,OPEN,S2OPEN,Asparagus_falcatus,0,0,0,1,0,0,0,1
9,2018,S,2,OPEN,S2OPEN,Balanites_rotundifolia,0,0,0,2,1,1,1,5
9,2018,S,2,OPEN,S2OPEN,Boscia_angustifolia,0,1,1,3,1,2,2,9
9,2018,S,2,OPEN,S2OPEN,Commiphora_habessinica,0,3,3,0,0,0,0,3
9,2018,S,2,OPEN,S2OPEN,Commiphora_schimperi,0,1,1,0,0,0,0,1
9,2018,S,2,OPEN,S2OPEN,Croton_dichogamus,0,117,117,319,45,5,2,488
9,2018,S,2,OPEN,S2OPEN,Euclea_divinorum,0,1,1,0,0,0,0,1
9,2018,S,2,OPEN,S2OPEN,Grewia_kakothamnos,0,115,115,104,8,0,0,227
9,2018,S,2,OPEN,S2OPEN,Lycium_europaeum,0,0,0,0,2,0,0,2
9,2018,S,2,OPEN,S2OPEN,Maerua_angolensis,0,0,0,3,0,0,0,3
9,2018,S,2,OPEN,S2OPEN,Opuntia_ficus-indica,0,24,24,2,1,0,0,27
9,2018,S,2,OPEN,S2OPEN,Pavetta_gardeniifolia,0,0,0,1,0,0,0,1
9,2018,S,2,OPEN,S2OPEN,Phyllanthus_sepialis,0,0,0,0,1,0,0,1
9,2018,S,2,OPEN,S2OPEN,Psydrax_schimperiana,0,0,0,1,0,0,0,1
9,2018,S,2,OPEN,S2OPEN,Pyrostria_phyllanthoidea,0,0,0,8,5,2,0,15
9,2018,S,2,OPEN,S2OPEN,Rhus_natalensis,0,7,7,0,0,0,0,7
9,2018,S,2,TOTAL,S2TOTAL,Acacia_brevispica,NA,NA,29,7,3,0,6,45
9,2018,S,2,TOTAL,S2TOTAL,Acacia_drepanolobium,NA,NA,8,44,12,1,0,65
9,2018,S,2,TOTAL,S2TOTAL,Acacia_etbaica,NA,NA,11,45,33,33,16,138
9,2018,S,2,TOTAL,S2TOTAL,Acacia_etbaica_hybrid,0,0,0,1,0,1,0,2
9,2018,S,2,TOTAL,S2TOTAL,Acacia_gerrardii,0,0,0,0,0,1,0,1
9,2018,S,2,TOTAL,S2TOTAL,Acacia_mellifera,NA,NA,36,32,37,17,30,152
9,2018,S,2,TOTAL,S2TOTAL,Acacia_nilotica,NA,NA,1,10,17,8,1,37
9,2018,S,2,TOTAL,S2TOTAL,Acacia_seyal,NA,NA,1,3,0,0,1,5
9,2018,S,2,TOTAL,S2TOTAL,Balanites_rotundifolia,NA,NA,2,4,1,1,1,9
9,2018,S,2,TOTAL,S2TOTAL,Boscia_angustifolia,NA,NA,2,7,4,2,0,15
9,2018,S,2,TOTAL,S2TOTAL,Canthium_pseudosetiflorum,NA,NA,1,1,1,0,0,3
9,2018,S,2,TOTAL,S2TOTAL,Croton_dichogamus,0,0,0,0,1,0,0,1
9,2018,S,2,TOTAL,S2TOTAL,Euclea_divinorum,NA,NA,2,1,0,0,0,3
9,2018,S,2,TOTAL,S2TOTAL,Grewia_kakothamnos,NA,NA,6,24,28,8,5,70
9,2018,S,2,TOTAL,S2TOTAL,Lycium_europaeum,NA,NA,1,4,5,3,1,14
9,2018,S,2,TOTAL,S2TOTAL,Maerua_angolensis,0,0,0,0,0,2,3,5
9,2018,S,2,TOTAL,S2TOTAL,Opuntia_ficus-indica,NA,NA,47,11,3,0,0,61
9,2018,S,2,TOTAL,S2TOTAL,Pyrostria_phyllanthoidea,0,0,0,5,1,0,0,6
9,2018,S,2,TOTAL,S2TOTAL,Rhus_natalensis,0,0,0,2,5,0,0,7
9,2018,S,3,MEGA,S3MEGA,Acacia_brevispica,NA,NA,1049,113,110,72,95,1439
9,2018,S,3,MEGA,S3MEGA,Acacia_etbaica,NA,NA,136,44,29,41,51,301
9,2018,S,3,MEGA,S3MEGA,Acacia_etbaica_hybrid,0,0,0,0,0,0,1,1
9,2018,S,3,MEGA,S3MEGA,Acacia_gerrardii,0,0,0,0,1,2,2,5
9,2018,S,3,MEGA,S3MEGA,Acacia_mellifera,NA,NA,64,15,21,19,4,123
9,2018,S,3,MEGA,S3MEGA,Acacia_nilotica,NA,NA,6,2,2,0,1,11
9,2018,S,3,MEGA,S3MEGA,Asparagus_falcatus,NA,NA,1,1,0,0,0,2
9,2018,S,3,MEGA,S3MEGA,Asparagus_racemosus,0,0,0,1,0,0,0,1
9,2018,S,3,MEGA,S3MEGA,Balanites_rotundifolia,NA,NA,3,1,1,0,2,7
9,2018,S,3,MEGA,S3MEGA,Boscia_angustifolia,NA,NA,1,4,2,1,1,9
9,2018,S,3,MEGA,S3MEGA,Canthium_pseudosetiflorum,0,0,0,1,0,0,0,1
9,2018,S,3,MEGA,S3MEGA,Commiphora_habessinica,NA,NA,2,2,0,0,0,4
9,2018,S,3,MEGA,S3MEGA,Croton_dichogamus,NA,NA,133,52,18,1,0,204
9,2018,S,3,MEGA,S3MEGA,Euclea_divinorum,NA,NA,2,4,4,3,1,14
9,2018,S,3,MEGA,S3MEGA,Grewia_bicolor,NA,NA,1,1,0,0,0,2
9,2018,S,3,MEGA,S3MEGA,Grewia_kakothamnos,NA,NA,87,79,60,26,15,267
9,2018,S,3,MEGA,S3MEGA,Maerua_angolensis,0,0,0,1,0,0,0,1
9,2018,S,3,MEGA,S3MEGA,NONE,0,0,0,0,0,0,0,0
9,2018,S,3,MEGA,S3MEGA,Opuntia_ficus-indica,NA,NA,90,2,0,0,0,92
9,2018,S,3,MEGA,S3MEGA,Phyllanthus_sepialis,NA,NA,3,10,17,6,2,38
9,2018,S,3,MEGA,S3MEGA,Pyrostria_phyllanthoidea,0,0,0,1,0,0,0,1
9,2018,S,3,MEGA,S3MEGA,Rhus_natalensis,NA,NA,15,7,0,0,0,22
9,2018,S,3,MESO,S3MESO,Acacia_brevispica,NA,NA,1289,31,111,133,213,1777
9,2018,S,3,MESO,S3MESO,Acacia_etbaica,NA,NA,13,33,57,66,103,272
9,2018,S,3,MESO,S3MESO,Acacia_mellifera,NA,NA,8,3,23,32,23,89
9,2018,S,3,MESO,S3MESO,Acacia_nilotica,NA,NA,2,0,2,0,1,5
9,2018,S,3,MESO,S3MESO,Asparagus_falcatus,0,0,0,2,1,0,0,3
9,2018,S,3,MESO,S3MESO,Balanites_rotundifolia,NA,NA,1,1,3,2,7,14
9,2018,S,3,MESO,S3MESO,Boscia_angustifolia,0,0,0,3,0,3,2,8
9,2018,S,3,MESO,S3MESO,Canthium_pseudosetiflorum,0,0,0,0,1,0,0,1
9,2018,S,3,MESO,S3MESO,Commiphora_habessinica,0,0,0,3,0,1,0,4
9,2018,S,3,MESO,S3MESO,Commiphora_schimperi,0,0,0,1,0,0,0,1
9,2018,S,3,MESO,S3MESO,Croton_dichogamus,NA,NA,138,178,134,33,4,487
9,2018,S,3,MESO,S3MESO,Euclea_divinorum,0,0,0,0,0,1,1,2
9,2018,S,3,MESO,S3MESO,Grewia_kakothamnos,NA,NA,14,20,64,21,35,154
9,2018,S,3,MESO,S3MESO,Lycium_europaeum,0,0,0,1,0,0,0,1
9,2018,S,3,MESO,S3MESO,Maerua_angolensis,0,0,0,2,0,1,0,3
9,2018,S,3,MESO,S3MESO,Opuntia_ficus-indica,NA,NA,10,15,4,0,0,29
9,2018,S,3,MESO,S3MESO,Phyllanthus_sepialis,0,0,0,0,0,2,0,2
9,2018,S,3,MESO,S3MESO,Pyrostria_phyllanthoidea,0,0,0,0,1,1,0,2
9,2018,S,3,MESO,S3MESO,Rhus_natalensis,NA,NA,11,5,5,1,1,23
9,2018,S,3,MESO,S3MESO,Zanthoxylum_chalybeum,0,0,0,0,0,0,0,0
9,2018,S,3,OPEN,S3OPEN,Acacia_brevispica,NA,NA,42,151,30,4,1,228
9,2018,S,3,OPEN,S3OPEN,Acacia_etbaica,NA,NA,15,33,39,31,11,129
9,2018,S,3,OPEN,S3OPEN,Acacia_mellifera,NA,NA,12,22,1,1,0,36
9,2018,S,3,OPEN,S3OPEN,Acacia_nilotica,NA,NA,2,0,1,0,0,3
9,2018,S,3,OPEN,S3OPEN,Asparagus_falcatus,NA,NA,1,3,0,0,0,4
9,2018,S,3,OPEN,S3OPEN,Boscia_angustifolia,NA,NA,3,9,2,2,6,22
9,2018,S,3,OPEN,S3OPEN,Canthium_pseudosetiflorum,NA,NA,3,5,2,0,0,10
9,2018,S,3,OPEN,S3OPEN,Commiphora_habessinica,NA,NA,6,4,0,0,0,10
9,2018,S,3,OPEN,S3OPEN,Commiphora_schimperi,NA,NA,1,0,0,0,0,1
9,2018,S,3,OPEN,S3OPEN,Commiphora_spp,NA,NA,2,1,0,0,0,3
9,2018,S,3,OPEN,S3OPEN,Cordia_monoica,0,0,0,2,0,0,0,2
9,2018,S,3,OPEN,S3OPEN,Croton_dichogamus,NA,NA,81,142,11,4,0,232
9,2018,S,3,OPEN,S3OPEN,Euclea_divinorum,NA,NA,4,25,9,0,0,38
9,2018,S,3,OPEN,S3OPEN,Grewia_kakothamnos,NA,NA,76,83,8,0,0,164
9,2018,S,3,OPEN,S3OPEN,Maerua_angolensis,NA,NA,1,3,1,0,0,5
9,2018,S,3,OPEN,S3OPEN,Opuntia_ficus-indica,NA,NA,9,1,0,0,0,10
9,2018,S,3,OPEN,S3OPEN,Phyllanthus_sepialis,NA,NA,2,24,1,0,0,27
9,2018,S,3,OPEN,S3OPEN,Psydrax_schimperiana,NA,NA,1,0,0,0,0,1
9,2018,S,3,OPEN,S3OPEN,Pyrostria_phyllanthoidea,NA,NA,1,12,2,1,0,16
9,2018,S,3,OPEN,S3OPEN,Rhus_natalensis,NA,NA,4,5,0,0,0,9
9,2018,S,3,OPEN,S3OPEN,Tinnea_aethiopicus,0,0,0,2,0,0,0,2
9,2018,S,3,TOTAL,S3TOTAL,Acacia_brevispica,NA,NA,344,40,77,65,83,609
9,2018,S,3,TOTAL,S3TOTAL,Acacia_drepanolobium,NA,NA,13,18,4,0,0,35
9,2018,S,3,TOTAL,S3TOTAL,Acacia_etbaica,NA,NA,9,26,36,18,20,109
9,2018,S,3,TOTAL,S3TOTAL,Acacia_gerrardii,NA,NA,1,1,4,1,3,10
9,2018,S,3,TOTAL,S3TOTAL,Acacia_mellifera,NA,NA,56,43,31,15,34,179
9,2018,S,3,TOTAL,S3TOTAL,Acacia_nilotica,NA,NA,3,1,2,4,0,10
9,2018,S,3,TOTAL,S3TOTAL,Asparagus_falcatus,0,0,0,0,1,1,3,5
9,2018,S,3,TOTAL,S3TOTAL,Asparagus_racemosus,0,0,0,1,1,1,0,3
9,2018,S,3,TOTAL,S3TOTAL,Balanites_rotundifolia,0,0,0,3,3,8,8,22
9,2018,S,3,TOTAL,S3TOTAL,Boscia_angustifolia,0,1,1,0,2,0,1,4
9,2018,S,3,TOTAL,S3TOTAL,Canthium_pseudosetiflorum,NA,NA,1,3,2,0,0,6
9,2018,S,3,TOTAL,S3TOTAL,Commiphora_habessinica,NA,NA,1,6,1,0,0,8
9,2018,S,3,TOTAL,S3TOTAL,Commiphora_schimperi,NA,NA,1,0,0,0,0,1
9,2018,S,3,TOTAL,S3TOTAL,Cordia_monoica,0,0,0,0,1,0,0,1
9,2018,S,3,TOTAL,S3TOTAL,Croton_dichogamus,NA,NA,20,23,11,0,0,54
9,2018,S,3,TOTAL,S3TOTAL,Euclea_divinorum,0,0,0,1,2,3,1,7
9,2018,S,3,TOTAL,S3TOTAL,Grewia_bicolor,0,0,0,0,1,0,0,1
9,2018,S,3,TOTAL,S3TOTAL,Grewia_kakothamnos,NA,NA,21,49,58,25,34,187
9,2018,S,3,TOTAL,S3TOTAL,Lycium_europaeum,0,0,0,0,2,1,0,3
9,2018,S,3,TOTAL,S3TOTAL,Maerua_angolensis,0,0,0,1,2,1,0,4
9,2018,S,3,TOTAL,S3TOTAL,Maerua_tryphilla,0,0,0,1,0,0,0,1
9,2018,S,3,TOTAL,S3TOTAL,Opuntia_ficus-indica,NA,NA,5,7,1,0,0,13
9,2018,S,3,TOTAL,S3TOTAL,Psydrax_schimperiana,0,0,0,0,2,0,0,2
9,2018,S,3,TOTAL,S3TOTAL,Pyrostria_phyllanthoidea,0,0,0,2,1,1,0,4
9,2018,S,3,TOTAL,S3TOTAL,Rhus_natalensis,NA,NA,5,4,2,0,0,11
9,2018,S,3,TOTAL,S3TOTAL,Zanthoxylum_chalybeum,0,1,1,0,2,0,1,4
10,2019,C,1,MEGA,C1MEGA,Acacia_brevispica,NA,NA,48,7,7,3,14,79
10,2019,C,1,MEGA,C1MEGA,Acacia_etbaica,NA,NA,37,16,49,42,82,226
10,2019,C,1,MEGA,C1MEGA,Acacia_mellifera,NA,NA,11,9,6,4,5,35
10,2019,C,1,MEGA,C1MEGA,Acacia_tortilis,NA,NA,1,1,0,0,0,2
10,2019,C,1,MEGA,C1MEGA,Asparagus_falcatus,NA,NA,2,3,3,0,0,8
10,2019,C,1,MEGA,C1MEGA,Asparagus_racemosus,0,0,0,0,0,1,0,1
10,2019,C,1,MEGA,C1MEGA,Balanites_rotundifolia,0,0,0,0,0,0,1,1
10,2019,C,1,MEGA,C1MEGA,Boscia_angustifolia,0,0,0,0,1,0,2,3
10,2019,C,1,MEGA,C1MEGA,Commiphora_habessinica,NA,NA,4,0,1,1,1,7
10,2019,C,1,MEGA,C1MEGA,Croton_dichogamus,NA,NA,4,11,4,0,4,23
10,2019,C,1,MEGA,C1MEGA,Grewia_kakothamnos,NA,NA,1,3,5,6,6,21
10,2019,C,1,MEGA,C1MEGA,NONE,0,0,0,0,0,0,0,0
10,2019,C,1,MEGA,C1MEGA,Opuntia_ficus-indica,NA,NA,1,0,0,0,0,1
10,2019,C,1,MESO,C1MESO,Acacia_brevispica,NA,NA,130,5,9,8,100,251
10,2019,C,1,MESO,C1MESO,Acacia_etbaica,NA,NA,NA,NA,NA,NA,NA,229
10,2019,C,1,MESO,C1MESO,Acacia_mellifera,NA,NA,1,6,8,3,17,35
10,2019,C,1,MESO,C1MESO,Acacia_tortilis,0,0,0,0,1,0,0,1
10,2019,C,1,MESO,C1MESO,Asparagus_falcatus,0,0,0,2,3,0,2,7
10,2019,C,1,MESO,C1MESO,Asparagus_racemosus,0,0,0,0,1,0,0,1
10,2019,C,1,MESO,C1MESO,Balanites_rotundifolia,0,0,0,0,0,0,3,3
10,2019,C,1,MESO,C1MESO,Boscia_angustifolia,0,0,0,1,0,0,4,5
10,2019,C,1,MESO,C1MESO,Commiphora_habessinica,0,0,0,0,2,0,0,2
10,2019,C,1,MESO,C1MESO,Commiphora_schimperi,0,0,0,0,0,0,1,1
10,2019,C,1,MESO,C1MESO,Croton_dichogamus,NA,NA,3,6,26,1,5,41
10,2019,C,1,MESO,C1MESO,Grewia_kakothamnos,NA,NA,1,4,7,2,19,33
10,2019,C,1,MESO,C1MESO,Lycium_europaeum,0,0,0,1,0,0,0,1
10,2019,C,1,MESO,C1MESO,NONE,0,0,0,0,0,0,0,0
10,2019,C,1,MESO,C1MESO,Opuntia_ficus-indica,0,0,0,1,1,0,0,2
10,2019,C,1,OPEN,C1OPEN,Acacia_brevispica,0,73,73,43,14,1,0,131
10,2019,C,1,OPEN,C1OPEN,Acacia_etbaica,NA,NA,27,29,50,19,16,141
10,2019,C,1,OPEN,C1OPEN,Acacia_mellifera,0,32,32,12,10,4,3,61
10,2019,C,1,OPEN,C1OPEN,Acacia_tortilis,0,0,0,0,1,0,0,1
10,2019,C,1,OPEN,C1OPEN,Asparagus_falcatus,0,15,15,8,5,1,1,30
10,2019,C,1,OPEN,C1OPEN,Balanites_rotundifolia,0,1,1,0,0,1,1,3
10,2019,C,1,OPEN,C1OPEN,Boscia_angustifolia,0,0,0,1,2,2,0,5
10,2019,C,1,OPEN,C1OPEN,Croton_dichogamus,0,18,18,22,4,0,0,42
10,2019,C,1,OPEN,C1OPEN,Grewia_kakothamnos,0,16,16,7,1,1,0,25
10,2019,C,1,OPEN,C1OPEN,Lycium_europaeum,0,3,3,0,0,0,0,3
10,2019,C,1,OPEN,C1OPEN,NONE,0,0,0,0,0,0,0,0
10,2019,C,1,OPEN,C1OPEN,Opuntia_ficus-indica,0,1,1,0,0,0,0,1
10,2019,C,1,TOTAL,C1TOTAL,Acacia_brevispica,0,114,114,5,11,4,4,138
10,2019,C,1,TOTAL,C1TOTAL,Acacia_etbaica,0,0,0,1,5,13,13,32
10,2019,C,1,TOTAL,C1TOTAL,Acacia_mellifera,0,0,0,2,6,9,18,35
